Today''s Date,43670.46896,Date of Test:,43669.49397,Filename:,C:\Maccor\System\University at Buffalo # 1\Active\MV20789-1.094,Procedure,MV207-89 Cycling.000,,SCap,1,C Rate,0.00192,
Rec#,Cyc#,Step,TestTime,StepTime,mAmp-hr,Watt-hr,mAmps,Volts,State,ES,DPt Time,mAh/g,mAh/g
3498,0,3,61.99356111,0.006455556,1.94E-03,1.31872E-06,0.300068666,0.526817731,D,5,43672.07726,1.008254128,2534.246386
3499,0,3,61.993875,0.006769444,2.03E-03,1.3678E-06,0.29999237,0.515983825,D,5,43672.07727,1.057293908,2534.295426
3500,0,3,61.99419167,0.007086111,2.12E-03,1.41628E-06,0.300068666,0.50530251,D,5,43672.07729,1.106767045,2534.344899
3501,0,3,61.99451944,0.007413889,2.22E-03,1.46539E-06,0.300068666,0.494010834,D,5,43672.0773,1.157975249,2534.396108
3502,0,3,61.99484167,0.007736111,2.32E-03,1.51262E-06,0.29999237,0.483329519,D,5,43672.07731,1.20831672,2534.446449
3503,0,3,61.99517222,0.008066667,2.42E-03,1.55999E-06,0.299763485,0.472648203,D,5,43672.07733,1.259958929,2534.498091
3504,0,3,61.99549722,0.008391667,2.52E-03,1.60552E-06,0.300068666,0.461966888,D,5,43672.07734,1.310733891,2534.548866
3505,0,3,61.99582778,0.008722222,2.62E-03,1.65078E-06,0.299916075,0.451285573,D,5,43672.07735,1.362377421,2534.60051
3506,0,3,61.99616111,0.009055556,2.72E-03,1.69535E-06,0.299916075,0.440604257,D,5,43672.07737,1.414453105,2534.652585
3507,0,3,61.99650278,0.009397222,2.82E-03,1.73993E-06,0.299916075,0.429617762,D,5,43672.07738,1.467832601,2534.705965
3508,0,3,61.99683056,0.009725,2.92E-03,1.78165E-06,0.29968719,0.419394217,D,5,43672.0774,1.51904113,2534.757173
3509,0,3,61.99716111,0.010055556,3.02E-03,1.82268E-06,0.299916075,0.409018082,D,5,43672.07741,1.570683578,2534.808816
3510,0,3,61.99749722,0.010391667,3.12E-03,1.86334E-06,0.29999237,0.398031586,D,5,43672.07742,1.623193935,2534.861326
3511,0,3,61.99783889,0.010733333,3.22E-03,1.90358E-06,0.299916075,0.387502861,D,5,43672.07744,1.676573318,2534.914706
3512,0,3,61.99817778,0.011072222,3.32E-03,1.94241E-06,0.29999237,0.376974136,D,5,43672.07745,1.72951767,2534.96765
3513,0,3,61.99851944,0.011413889,3.42E-03,1.98048E-06,0.29999237,0.366445411,D,5,43672.07747,1.782896266,2535.021029
3514,0,3,61.99886389,0.011758333,3.53E-03,2.01777E-06,0.29999237,0.355916686,D,5,43672.07748,1.836708445,2535.074841
3515,0,3,61.99921667,0.012111111,3.63E-03,2.05484E-06,0.300068666,0.34523537,D,5,43672.07749,1.891822449,2535.129955
3516,0,3,61.99957222,0.012466667,3.74E-03,2.09107E-06,0.299916075,0.334554055,D,5,43672.07751,1.947371435,2535.185504
3517,0,3,61.99993333,0.012827778,3.85E-03,2.12671E-06,0.29999237,0.32372015,D,5,43672.07752,2.003788678,2535.241921
3518,0,3,62.00030278,0.013197222,3.96E-03,2.16198E-06,0.29999237,0.313038834,D,5,43672.07754,2.061507319,2535.29964
3519,0,3,62.00067778,0.013572222,4.07E-03,2.19659E-06,0.29968719,0.302662699,D,5,43672.07756,2.120093529,2535.358226
3520,0,3,62.00105833,0.013952778,4.18E-03,2.23051E-06,0.299916075,0.291981384,D,5,43672.07757,2.17954644,2535.417679
3521,0,3,62.00146111,0.014355556,4.31E-03,2.26513E-06,0.29999237,0.281452659,D,5,43672.07759,2.242471819,2535.480604
3522,0,3,62.00187222,0.014766667,4.43E-03,2.29915E-06,0.299763485,0.270771344,D,5,43672.07761,2.306699896,2535.544832
3523,0,3,62.00230278,0.015197222,4.56E-03,2.33342E-06,0.29999237,0.260242618,D,5,43672.07762,2.373965864,2535.612098
3524,0,3,62.00274444,0.015638889,4.69E-03,2.36719E-06,0.300068666,0.249866484,D,5,43672.07764,2.44296777,2535.6811
3525,0,3,62.00321389,0.016108333,4.83E-03,2.40161E-06,0.29983978,0.239185168,D,5,43672.07766,2.516309046,2535.754441
3526,0,3,62.00371111,0.016605556,4.98E-03,2.43648E-06,0.299916075,0.228656443,D,5,43672.07768,2.593990584,2535.832123
3527,0,3,62.00424722,0.017141667,5.14E-03,2.47239E-06,0.299916075,0.218280308,D,5,43672.0777,2.6777482,2535.915881
3528,0,3,62.004825,0.017719444,5.31E-03,2.50927E-06,0.299916075,0.207446403,D,5,43672.07773,2.768014593,2536.006147
3529,0,3,62.00550556,0.0184,5.52E-03,2.55055E-06,0.29999237,0.197222858,D,5,43672.07776,2.874337785,2536.11247
3530,0,3,62.00624722,0.019141667,5.74E-03,2.59322E-06,0.300068666,0.187151904,D,5,43672.07779,2.990208529,2536.228341
3531,0,3,62.00717222,0.020066667,6.02E-03,2.64362E-06,0.299916075,0.176928359,D,5,43672.07783,3.134721577,2536.372854
3532,0,3,62.00843611,0.021330556,6.40E-03,2.70861E-06,0.29999237,0.166704814,D,5,43672.07788,3.332177985,2536.57031
3533,0,3,62.01053889,0.023433333,7.03E-03,2.81025E-06,0.299916075,0.15648127,D,5,43672.07797,3.66069716,2536.898829
3534,0,3,62.01474444,0.027638889,8.29E-03,3.0004E-06,0.299763485,0.146257725,D,5,43672.07814,4.317731229,2537.555864
3535,0,3,62.02845556,0.04135,1.24E-02,3.57687E-06,0.29999237,0.13618677,D,5,43672.07871,6.459822191,2539.697955
3536,0,3,62.06178889,0.074683333,2.24E-02,4.89821E-06,0.299916075,0.12916762,D,1,43672.0801,11.667507,2544.905639
3537,0,3,62.09512222,0.108016667,3.24E-02,6.16582E-06,0.299916075,0.124284733,D,1,43672.08149,16.87518864,2550.113321
3538,0,3,62.12845556,0.14135,4.24E-02,7.39134E-06,0.29999237,0.120317388,D,1,43672.08288,22.08287003,2555.321002
3539,0,3,62.16178889,0.174683333,5.24E-02,8.57419E-06,0.300221256,0.116197452,D,1,43672.08427,27.29054001,2560.528672
3540,0,3,62.19512222,0.208016667,6.24E-02,9.71367E-06,0.300068666,0.111772335,D,1,43672.08566,32.4982166,2565.736349
3541,0,3,62.22845556,0.24135,7.24E-02,1.08111E-05,0.29983978,0.107652399,D,1,43672.08705,37.70589435,2570.944027
3542,0,3,62.26178889,0.274683333,8.24E-02,1.1867E-05,0.299916075,0.103227283,D,1,43672.08844,42.91357066,2576.151703
3543,0,3,62.29512222,0.308016667,9.24E-02,1.28806E-05,0.29999237,0.099717708,D,1,43672.08982,48.12125305,2581.359385
3544,0,3,62.32845556,0.34135,1.02E-01,1.38569E-05,0.299916075,0.095750362,D,1,43672.09121,53.32892969,2586.567062
3545,0,3,62.36178889,0.374683333,1.12E-01,1.47917E-05,0.29999237,0.091783017,D,1,43672.0926,58.53660871,2591.774741
3546,0,3,62.39512222,0.408016667,1.22E-01,1.56884E-05,0.29999237,0.087815671,D,1,43672.09399,63.74428503,2596.982417
3547,0,3,62.42845556,0.44135,1.32E-01,1.65473E-05,0.29999237,0.083848325,D,1,43672.09538,68.95196352,2602.190096
3548,0,3,62.46178889,0.474683333,1.42E-01,1.737E-05,0.299916075,0.080796521,D,1,43672.09677,74.1596417,2607.397774
3549,0,3,62.49512222,0.508016667,1.52E-01,1.81552E-05,0.29999237,0.076523995,D,1,43672.09816,79.36732616,2612.605458
3550,0,3,62.52845556,0.54135,1.62E-01,1.89011E-05,0.299916075,0.072556649,D,1,43672.09955,84.57500673,2617.813139
3551,0,3,62.56178889,0.574683333,1.72E-01,1.96093E-05,0.29999237,0.068741894,D,1,43672.10094,89.78267951,2623.020812
3552,0,3,62.59512222,0.608016667,1.82E-01,2.02808E-05,0.299916075,0.064927138,D,1,43672.10233,94.99035192,2628.228484
3553,0,3,62.62845556,0.64135,1.92E-01,2.09122E-05,0.300068666,0.061112383,D,1,43672.10371,100.1980342,2633.436167
3554,0,3,62.66178889,0.674683333,2.02E-01,2.1505E-05,0.29983978,0.057297627,D,1,43672.1051,105.4057134,2638.643846
3555,0,3,62.69512222,0.708016667,2.12E-01,2.206E-05,0.300144961,0.053482872,D,1,43672.10649,110.6133916,2643.851524
3556,0,3,62.72845556,0.74135,2.22E-01,2.2578E-05,0.299916075,0.050125887,D,1,43672.10788,115.8210745,2649.059207
3557,0,3,62.76178889,0.774683333,2.32E-01,2.30609E-05,0.29999237,0.046311131,D,1,43672.10927,121.0287531,2654.266885
3558,0,3,62.79512222,0.808016667,2.42E-01,2.35036E-05,0.299916075,0.042496376,D,1,43672.11066,126.2364372,2659.474569
3559,0,3,62.82845556,0.84135,2.52E-01,2.39073E-05,0.299916075,0.038681621,D,1,43672.11205,131.4441114,2664.682244
3560,0,3,62.86178889,0.874683333,2.62E-01,2.42732E-05,0.299916075,0.034561685,D,1,43672.11344,136.6517887,2669.889921
3561,0,3,62.89512222,0.908016667,2.72E-01,2.45988E-05,0.29983978,0.030441749,D,1,43672.11483,141.8594684,2675.097601
3562,0,3,62.92845556,0.94135,2.82E-01,2.48812E-05,0.299916075,0.025864042,D,1,43672.11621,147.0671468,2680.305279
3563,0,3,62.96178889,0.974683333,2.92E-01,2.51248E-05,0.299916075,0.022812238,D,1,43672.1176,152.274833,2685.512965
3564,0,3,62.99512222,1.008016667,3.02E-01,2.53306E-05,0.299763485,0.018692302,D,1,43672.11899,157.4825113,2690.720644
3565,0,3,63.02845556,1.04135,3.12E-01,2.54973E-05,0.299916075,0.014877546,D,1,43672.12038,162.690193,2695.928325
3566,0,3,63.06178889,1.074683333,3.22E-01,2.56294E-05,0.299916075,0.011215381,D,1,43672.12177,167.8978765,2701.136009
3567,0,3,63.09512222,1.108016667,3.32E-01,2.57229E-05,0.299916075,0.007705806,D,1,43672.12316,173.105553,2706.343685
3568,0,3,63.12845556,1.14135,3.42E-01,2.57851E-05,0.29983978,0.005111772,D,1,43672.12455,178.3132324,2711.551365
3569,0,3,63.16178889,1.174683333,3.52E-01,2.58186E-05,0.300068666,0.001754788,D,1,43672.12594,183.5209069,2716.759039
3570,0,3,63.17100278,1.183897222,3.55E-01,2.5823E-05,0.29983978,0.000991836,D,133,43672.12632,184.960393,2718.198525
3571,0,4,63.17100556,2.77778E-06,0.00E+00,0,0,0.01762417,R,0,43672.12632,0,2718.198525
3572,0,4,63.17128333,0.000280556,0.00E+00,0,0,0.039749752,R,1,43672.12633,0,2718.198525
3573,0,4,63.17156111,0.000558333,0.00E+00,0,0,0.046921492,R,1,43672.12634,0,2718.198525
3574,0,4,63.17183889,0.000836111,0.00E+00,0,0,0.051194018,R,1,43672.12636,0,2718.198525
3575,0,4,63.17211667,0.001113889,0.00E+00,0,0,0.054245823,R,1,43672.12637,0,2718.198525
3576,0,4,63.17239167,0.001388889,0.00E+00,0,0,0.056534676,R,129,43672.12638,0,2718.198525
3577,0,5,63.1724,8.33333E-06,1.92E-06,1.45992E-10,0.300221256,0.076829175,C,0,43672.12639,0.00099839,2718.197527
3578,0,5,63.17249722,0.000105556,3.11E-05,2.60686E-09,0.29999237,0.088731212,C,5,43672.12639,0.01618923,2718.182336
3579,0,5,63.17271389,0.000322222,9.61E-05,8.78648E-09,0.29983978,0.099717708,C,5,43672.1264,0.050042588,2718.148483
3580,0,5,63.17312778,0.000736111,2.20E-04,2.1888E-08,0.29983978,0.110093843,C,5,43672.12642,0.114704458,2718.083821
3581,0,5,63.17386667,0.001475,4.42E-04,4.7541E-08,0.29983978,0.120469978,C,5,43672.12645,0.230140403,2717.968385
3582,0,5,63.17505833,0.002666667,7.99E-04,9.2515E-08,0.300068666,0.130846113,C,5,43672.1265,0.416315229,2717.78221
3583,0,5,63.17680833,0.004416667,1.32E-03,1.63949E-07,0.29999237,0.141069657,C,5,43672.12657,0.689718244,2717.508807
3584,0,5,63.17917222,0.006780556,2.03E-03,2.67725E-07,0.300144961,0.151293202,C,5,43672.12667,1.059028877,2717.139496
3585,0,5,63.18223889,0.009847222,2.95E-03,4.11759E-07,0.300068666,0.161364157,C,5,43672.1268,1.538134703,2716.660391
3586,0,5,63.18607222,0.013680556,4.10E-03,6.03304E-07,0.300068666,0.171587701,C,5,43672.12696,2.137018606,2716.061507
3587,0,5,63.19100833,0.018616667,5.58E-03,8.64988E-07,0.300144961,0.181658656,C,5,43672.12716,2.908190045,2715.290335
3588,0,5,63.19700833,0.024616667,7.38E-03,1.20121E-06,0.29999237,0.1918822,C,5,43672.12741,3.845569459,2714.352956
3589,0,5,63.20455556,0.032163889,9.65E-03,1.64723E-06,0.299916075,0.201953155,C,5,43672.12773,5.024674978,2713.17385
3590,0,5,63.21333333,0.040941667,1.23E-02,2.19227E-06,0.300068666,0.212024109,C,5,43672.12809,6.396030432,2711.802495
3591,0,5,63.22415278,0.051761111,1.55E-02,2.8968E-06,0.299916075,0.222095064,C,5,43672.12854,8.086355504,2710.11217
3592,0,5,63.23685833,0.064466667,1.93E-02,3.76286E-06,0.29983978,0.232166018,C,5,43672.12907,10.071349,2708.127176
3593,0,5,63.25162778,0.079236111,2.38E-02,4.81396E-06,0.29999237,0.242236973,C,5,43672.12969,12.378786,2705.819739
3594,0,5,63.26828889,0.095897222,2.88E-02,6.05026E-06,0.29983978,0.252460517,C,5,43672.13038,14.98175367,2703.216772
3595,0,5,63.28767778,0.115286111,3.46E-02,7.54773E-06,0.29999237,0.262684062,C,5,43672.13119,18.01088785,2700.187638
3596,0,5,63.30903056,0.136638889,4.10E-02,9.2616E-06,0.29983978,0.272907607,C,5,43672.13208,21.3468413,2696.851684
3597,0,5,63.33214444,0.159752778,4.79E-02,1.11881E-05,0.299610895,0.282978561,C,5,43672.13304,24.95793225,2693.240593
3598,0,5,63.35743889,0.185047222,5.55E-02,1.33723E-05,0.299916075,0.293049516,C,5,43672.1341,28.90969045,2689.288835
3599,0,5,63.383775,0.211383333,6.34E-02,1.57265E-05,0.299916075,0.30312047,C,5,43672.13519,33.02418791,2685.174337
3600,0,5,63.41230556,0.239913889,7.20E-02,1.83634E-05,0.29999237,0.313191424,C,5,43672.13638,37.48153211,2680.716993
3601,0,5,63.44245,0.270058333,8.10E-02,2.12408E-05,0.29999237,0.323414969,C,5,43672.13764,42.19101274,2676.007513
3602,0,5,63.47321389,0.300822222,9.02E-02,2.42711E-05,0.29983978,0.333638514,C,5,43672.13892,46.99726253,2671.201263
3603,0,5,63.50455556,0.332163889,9.96E-02,2.74532E-05,0.299916075,0.343709468,C,5,43672.14023,51.89378209,2666.304743
3604,0,5,63.53595278,0.363561111,1.09E-01,3.07372E-05,0.300221256,0.353780423,C,5,43672.14153,56.79898022,2661.399545
3605,0,5,63.56508889,0.392697222,1.18E-01,3.38726E-05,0.299916075,0.363851377,C,5,43672.14275,61.35092088,2656.847604
3606,0,5,63.59399444,0.421602778,1.26E-01,3.70697E-05,0.299916075,0.374074922,C,5,43672.14395,65.8668514,2652.331674
3607,0,5,63.62230278,0.449911111,1.35E-01,4.02878E-05,0.300068666,0.384298466,C,5,43672.14513,70.28947002,2647.909055
3608,0,5,63.64894444,0.476552778,1.43E-01,4.33978E-05,0.29999237,0.394369421,C,5,43672.14624,74.45170078,2643.746825
3609,0,5,63.67454722,0.502155556,1.51E-01,4.64648E-05,0.29999237,0.404440375,C,5,43672.14731,78.45162766,2639.746898
3610,0,5,63.69846667,0.526075,1.58E-01,4.94026E-05,0.300068666,0.41466392,C,5,43672.14831,82.1885682,2636.009957
3611,0,5,63.72161944,0.549227778,1.65E-01,5.23159E-05,0.29999237,0.424734874,C,5,43672.14927,85.80573809,2632.392787
3612,0,5,63.74420833,0.571816667,1.72E-01,5.5227E-05,0.300068666,0.434805829,C,5,43672.15021,89.33480473,2628.863721
3613,0,5,63.76624167,0.59385,1.78E-01,5.81319E-05,0.29983978,0.444876783,C,5,43672.15113,92.77707987,2625.421445
3614,0,5,63.78698333,0.614591667,1.84E-01,6.09296E-05,0.29999237,0.455100328,C,5,43672.15199,96.01755437,2622.180971
3615,0,5,63.806625,0.634233333,1.90E-01,6.36396E-05,0.29983978,0.465323873,C,5,43672.15281,99.08618143,2619.112344
3616,0,5,63.82491667,0.652525,1.96E-01,6.62191E-05,0.299916075,0.475394827,C,5,43672.15357,101.9438958,2616.25463
3617,0,5,63.84175278,0.669361111,2.01E-01,6.86446E-05,0.29983978,0.485465782,C,5,43672.15428,104.5742069,2613.624319
3618,0,5,63.85775833,0.685366667,2.06E-01,7.09997E-05,0.299916075,0.495536736,C,5,43672.15494,107.0747591,2611.123766
3619,0,5,63.87292222,0.700530556,2.10E-01,7.32766E-05,0.29983978,0.505607691,C,5,43672.15558,109.4438164,2608.754709
3620,0,5,63.88674722,0.714355556,2.14E-01,7.53936E-05,0.299916075,0.515678645,C,5,43672.15615,111.6037014,2606.594824
3621,0,5,63.89975833,0.727366667,2.18E-01,7.7425E-05,0.29983978,0.525749599,C,5,43672.15669,113.6364296,2604.562096
3622,0,5,63.91251667,0.740125,2.22E-01,7.94557E-05,0.29999237,0.535820554,C,5,43672.15723,115.6296661,2602.568859
3623,0,5,63.92425278,0.751861111,2.26E-01,8.13596E-05,0.299916075,0.546044099,C,5,43672.15771,117.4632028,2600.735323
3624,0,5,63.93564444,0.763252778,2.29E-01,8.32415E-05,0.299916075,0.556267643,C,5,43672.15819,119.2429294,2598.955596
3625,0,5,63.94623611,0.773844444,2.32E-01,8.5024E-05,0.299916075,0.566338598,C,5,43672.15863,120.8976666,2597.300859
3626,0,5,63.95765833,0.785266667,2.36E-01,8.69814E-05,0.300144961,0.576409552,C,5,43672.15911,122.6821655,2595.51636
3627,0,5,63.96769444,0.795302778,2.39E-01,8.87319E-05,0.29999237,0.586480507,C,5,43672.15952,124.2501118,2593.948414
3628,0,5,63.977175,0.804783333,2.41E-01,9.04136E-05,0.29999237,0.596704051,C,5,43672.15992,125.7312624,2592.467263
3629,0,5,63.98626944,0.813877778,2.44E-01,9.20551E-05,0.299916075,0.607080186,C,5,43672.1603,127.1520933,2591.046432
3630,0,5,63.99561111,0.823219444,2.47E-01,9.37696E-05,0.29999237,0.617151141,C,5,43672.16069,128.6115462,2589.586979
3631,0,5,64.00416389,0.831772222,2.49E-01,9.53657E-05,0.300144961,0.627222095,C,5,43672.16104,129.9477466,2588.250779
3632,0,5,64.01251111,0.840119444,2.52E-01,9.6949E-05,0.29999237,0.63729305,C,5,43672.16139,131.2518397,2586.946686
3633,0,5,64.02050833,0.848116667,2.54E-01,9.84895E-05,0.300068666,0.647364004,C,5,43672.16172,132.5012455,2585.69728
3634,0,5,64.02845556,0.856063889,2.57E-01,0.000100045,0.299916075,0.657587549,C,5,43672.16206,133.7428436,2584.455682
3635,0,5,64.03629444,0.863902778,2.59E-01,0.000101603,0.299916075,0.667658503,C,5,43672.16238,134.9675138,2583.231012
3636,0,5,64.04389722,0.871505556,2.61E-01,0.000103137,0.29983978,0.677729458,C,5,43672.1627,136.155297,2582.043228
3637,0,5,64.05118611,0.878794444,2.64E-01,0.000104629,0.299916075,0.687800412,C,5,43672.163,137.2940427,2580.904483
3638,0,5,64.05853056,0.886138889,2.66E-01,0.000106156,0.299916075,0.697871366,C,5,43672.16331,138.4414689,2579.757056
3639,0,5,64.06564722,0.893255556,2.68E-01,0.000107657,0.299763485,0.708094911,C,5,43672.16361,139.5533084,2578.645217
3640,0,5,64.07258056,0.900188889,2.70E-01,0.00010914,0.299916075,0.718165866,C,5,43672.16389,140.6365065,2577.562019
3641,0,5,64.07926389,0.906872222,2.72E-01,0.00011059,0.29999237,0.72823682,C,5,43672.16417,141.6806444,2576.517881
3642,0,5,64.08558333,0.913191667,2.74E-01,0.000111979,0.300144961,0.738460365,C,5,43672.16444,142.6679327,2575.530593
3643,0,5,64.09201667,0.919625,2.76E-01,0.000113414,0.29983978,0.748531319,C,5,43672.1647,143.6730153,2574.52551
3644,0,5,64.09831667,0.925925,2.78E-01,0.000114838,0.300144961,0.758754864,C,5,43672.16497,144.6572642,2573.541261
3645,0,5,64.10495278,0.932561111,2.80E-01,0.000116358,0.299916075,0.768978408,C,5,43672.16524,145.694028,2572.504497
3646,0,5,64.11125278,0.938861111,2.82E-01,0.00011782,0.29999237,0.779049363,C,5,43672.16551,146.6782799,2571.520246
3647,0,5,64.11728889,0.944897222,2.83E-01,0.00011924,0.300221256,0.789120317,C,5,43672.16576,147.6213,2570.577225
3648,0,5,64.12305,0.950658333,2.85E-01,0.000120612,0.300068666,0.799191272,C,5,43672.166,148.5213605,2569.677165
3649,0,5,64.12903333,0.956641667,2.87E-01,0.000122056,0.300068666,0.809262226,C,5,43672.16625,149.4561384,2568.742387
3650,0,5,64.134875,0.962483333,2.89E-01,0.000123483,0.300068666,0.819333181,C,5,43672.16649,150.3687843,2567.829741
3651,0,5,64.14040833,0.968016667,2.90E-01,0.00012485,0.29999237,0.829404135,C,5,43672.16672,151.2332576,2566.965268
3652,0,5,64.14590833,0.973516667,2.92E-01,0.000126227,0.29999237,0.83978027,C,5,43672.16695,152.0925214,2566.106004
3653,0,5,64.15125278,0.978861111,2.94E-01,0.000127581,0.300221256,0.850003815,C,5,43672.16717,152.927485,2565.27104
3654,0,5,64.15692222,0.984530556,2.95E-01,0.000129036,0.299916075,0.860074769,C,5,43672.16741,153.813226,2564.385299
3655,0,5,64.16186111,0.989469444,2.97E-01,0.000130317,0.300068666,0.870298314,C,5,43672.16761,154.5848302,2563.613695
3656,0,5,64.16684444,0.994452778,2.98E-01,0.000131626,0.29983978,0.880521859,C,5,43672.16782,155.3633777,2562.835148
3657,0,5,64.17174722,0.999355556,3.00E-01,0.000132928,0.29999237,0.890592813,C,5,43672.16803,156.1293407,2562.069185
3658,0,5,64.17666389,1.004272222,3.01E-01,0.000134249,0.299916075,0.900663767,C,5,43672.16823,156.8974731,2561.301052
3659,0,5,64.18155556,1.009163889,3.03E-01,0.000135577,0.299916075,0.910887312,C,5,43672.16844,157.6617013,2560.536824
3660,0,5,64.18638611,1.013994444,3.04E-01,0.000136905,0.29999237,0.921263447,C,5,43672.16864,158.4163805,2559.782145
3661,0,5,64.19136667,1.018975,3.06E-01,0.000138288,0.29999237,0.931334401,C,5,43672.16884,159.1944937,2559.004032
3662,0,5,64.19603611,1.023644444,3.07E-01,0.0001396,0.29983978,0.941557946,C,5,43672.16904,159.9240044,2558.274521
3663,0,5,64.20091667,1.028525,3.09E-01,0.000140985,0.300068666,0.951781491,C,5,43672.16924,160.6864927,2557.512033
3664,0,5,64.20523333,1.032841667,3.10E-01,0.000142224,0.299916075,0.962005035,C,5,43672.16942,161.3608877,2556.837638
3665,0,5,64.20961944,1.037227778,3.11E-01,0.000143497,0.300144961,0.97207599,C,5,43672.1696,162.0461298,2556.152396
3666,0,5,64.21411667,1.041725,3.12E-01,0.000144815,0.300068666,0.982146944,C,5,43672.16979,162.7487331,2555.449792
3667,0,5,64.21841389,1.046022222,3.14E-01,0.000146087,0.299763485,0.992370489,C,5,43672.16997,163.4200902,2554.778435
3668,0,5,64.22281389,1.050422222,3.15E-01,0.000147403,0.29983978,1.002594034,C,5,43672.17015,164.1075035,2554.091022
3669,0,5,64.22715833,1.054766667,3.16E-01,0.000148716,0.29999237,1.012970169,C,5,43672.17034,164.7862349,2553.41229
3670,0,5,64.23165,1.059258333,3.18E-01,0.000150088,0.299916075,1.023346304,C,5,43672.17052,165.4879692,2552.710556
3671,0,5,64.23572778,1.063336111,3.19E-01,0.000151345,0.29968719,1.033569848,C,5,43672.17069,166.1250442,2552.073481
3672,0,5,64.23959444,1.067202778,3.20E-01,0.00015255,0.29983978,1.043640803,C,5,43672.17085,166.729134,2551.469391
3673,0,5,64.243475,1.071083333,3.21E-01,0.000153771,0.300221256,1.053711757,C,5,43672.17102,167.3353934,2550.863132
3674,0,5,64.24733889,1.074947222,3.22E-01,0.000154998,0.299916075,1.063782712,C,5,43672.17118,167.9390525,2550.259473
3675,0,5,64.25113333,1.078741667,3.24E-01,0.000156215,0.299763485,1.073853666,C,5,43672.17133,168.5318604,2549.666665
3676,0,5,64.25484444,1.082452778,3.25E-01,0.000157416,0.29999237,1.08392462,C,5,43672.17149,169.11165,2549.086875
3677,0,5,64.25843889,1.086047222,3.26E-01,0.00015859,0.29999237,1.093995575,C,5,43672.17164,169.6732092,2548.525316
3678,0,5,64.26200278,1.089611111,3.27E-01,0.000159765,0.299916075,1.10421912,C,5,43672.17179,170.2299978,2547.968528
3679,0,5,64.26552778,1.093136111,3.28E-01,0.000160938,0.299763485,1.114290074,C,5,43672.17193,170.7807107,2547.417815
3680,0,5,64.26920833,1.096816667,3.29E-01,0.000162174,0.299916075,1.124361028,C,5,43672.17209,171.3557246,2546.842801
3681,0,5,64.27233889,1.099947222,3.30E-01,0.000163234,0.29983978,1.134431983,C,5,43672.17222,171.8448115,2546.353714
3682,0,5,64.27552778,1.103136111,3.31E-01,0.000164324,0.29999237,1.144655528,C,5,43672.17235,172.3430129,2545.855512
3683,0,5,64.27876389,1.106372222,3.32E-01,0.00016544,0.29999237,1.154879072,C,5,43672.17249,172.848593,2545.349932
3684,0,5,64.28203889,1.109647222,3.33E-01,0.000166579,0.29983978,1.164950027,C,5,43672.17262,173.3602467,2544.838279
3685,0,5,64.28541944,1.113027778,3.34E-01,0.000167766,0.300068666,1.175173571,C,5,43672.17276,173.8883913,2544.310134
3686,0,5,64.28850278,1.116111111,3.35E-01,0.000168858,0.300068666,1.185397116,C,5,43672.17289,174.370102,2543.828423
3687,0,5,64.29148056,1.119088889,3.36E-01,0.000169921,0.299916075,1.19546807,C,5,43672.17302,174.8353212,2543.363204
3688,0,5,64.29262778,1.120236111,3.36E-01,0.000170333,0.299916075,1.200045777,C,133,43672.17306,175.014552,2543.183973
3689,0,6,64.29263056,2.77778E-06,0.00E+00,0,0,1.168917372,R,0,43672.17306,0,2543.183973
3690,0,6,64.29290833,0.000280556,0.00E+00,0,0,1.092164492,R,1,43672.17308,0,2543.183973
3691,0,6,64.29318611,0.000558333,0.00E+00,0,0,1.059967956,R,1,43672.17309,0,2543.183973
3692,0,6,64.29346389,0.000836111,0.00E+00,0,0,1.036011292,R,1,43672.1731,0,2543.183973
3693,0,6,64.29374167,0.001113889,0.00E+00,0,0,1.017090105,R,1,43672.17311,0,2543.183973
3694,0,6,64.29401667,0.001388889,0.00E+00,0,0,1.000610361,R,129,43672.17312,0,2543.183973
3695,0,3,64.294025,8.33333E-06,1.92E-06,1.83472E-09,0.299610895,0.956511788,D,0,43672.17313,0.000997611,2543.184971
3696,0,3,64.29406944,5.27778E-05,1.52E-05,1.4412E-08,0.29983978,0.936827649,D,5,43672.17313,0.007941844,2543.191915
3697,0,3,64.29413056,0.000113889,3.36E-05,3.1409E-08,0.29983978,0.921416037,D,5,43672.17313,0.017489495,2543.201463
3698,0,3,64.29420556,0.000188889,5.61E-05,5.1953E-08,0.29999237,0.907377737,D,5,43672.17314,0.029208113,2543.213182
3699,0,3,64.29429167,0.000275,8.19E-05,7.5187E-08,0.29999237,0.893797208,D,5,43672.17314,0.042662232,2543.226636
3700,0,3,64.29438611,0.000369444,1.10E-04,1.00295E-07,0.299610895,0.880521859,D,5,43672.17314,0.057417617,2543.241391
3701,0,3,64.29448889,0.000472222,1.41E-04,1.27217E-07,0.29999237,0.86755169,D,5,43672.17315,0.073474608,2543.257448
3702,0,3,64.29459722,0.000580556,1.74E-04,1.55181E-07,0.29999237,0.855039292,D,5,43672.17315,0.090399526,2543.274373
3703,0,3,64.29471111,0.000694444,2.08E-04,1.8415E-07,0.29983978,0.842374304,D,5,43672.17316,0.10819224,2543.292166
3704,0,3,64.29483056,0.000813889,2.44E-04,2.14085E-07,0.299763485,0.829861906,D,5,43672.17316,0.12685311,2543.310827
3705,0,3,64.29495556,0.000938889,2.81E-04,2.44949E-07,0.299916075,0.817654688,D,5,43672.17317,0.146381446,2543.330355
