C:\Maccor\System\University at Buffalo # 1\Archive\MV20789-1.094,Procedure,MV207-89 Cycling.000,,SCap,1
mAmp-hr,Watt-hr,mAmps,Volts,State,ES
0.0000000000,0.00,0.00,3.02,R,0
0.0000000000,0.00,0.00,3.02,R,1
0.0000000000,0.00,0.00,3.02,R,1
0.0000000000,0.00,0.00,3.02,R,1
0.0000000000,0.00,0.00,3.02,R,1
0.0000000000,0.00,0.00,3.02,R,1
0.0000000000,0.00,0.00,3.01,R,129
0.0000009059,0.00,0.30,2.88,D,0
0.0000142382,0.00,0.30,2.81,D,5
0.0000234052,0.00,0.30,2.77,D,5
0.0000334055,0.00,0.30,2.74,D,5
0.0000434042,0.00,0.30,2.71,D,5
0.0000542367,0.00,0.30,2.69,D,5
0.0000659033,0.00,0.30,2.66,D,5
0.0000784016,0.00,0.30,2.64,D,5
0.0000917352,0.00,0.30,2.61,D,5
0.0001050670,0.00,0.30,2.59,D,5
0.0001192309,0.00,0.30,2.57,D,5
0.0001350623,0.00,0.30,2.56,D,5
0.0001517280,0.00,0.30,2.54,D,5
0.0001700585,0.00,0.30,2.52,D,5
0.0001900557,0.00,0.30,2.51,D,5
0.0002133860,0.00,0.30,2.49,D,5
0.0002383834,0.00,0.30,2.48,D,5
0.0002658800,0.00,0.30,2.47,D,5
0.0002950418,0.00,0.30,2.45,D,5
0.0003258714,0.00,0.30,2.44,D,5
0.0003592001,0.00,0.30,2.43,D,5
0.0003950300,0.00,0.30,2.41,D,5
0.0004333575,0.00,0.30,2.40,D,5
0.0004741845,0.00,0.30,2.39,D,5
0.0005183458,0.00,0.30,2.38,D,5
0.0005650070,0.00,0.30,2.37,D,5
0.0006116676,0.00,0.30,2.35,D,5
0.0006591619,0.00,0.30,2.34,D,5
0.0007041569,0.00,0.30,2.33,D,5
0.0007499840,0.00,0.30,2.32,D,5
0.0007949783,0.00,0.30,2.31,D,5
0.0008374734,0.00,0.30,2.29,D,5
0.0008799675,0.00,0.30,2.28,D,5
0.0009207955,0.00,0.30,2.27,D,5
0.0009632908,0.00,0.30,2.26,D,5
0.0010057853,0.00,0.30,2.25,D,5
0.0010499470,0.00,0.30,2.23,D,5
0.0010932750,0.00,0.30,2.22,D,5
0.0011357690,0.00,0.30,2.21,D,5
0.0011790970,0.00,0.30,2.20,D,5
0.0012224259,0.00,0.30,2.19,D,5
0.0012640850,0.00,0.30,2.17,D,5
0.0013057476,0.00,0.30,2.16,D,5
0.0013499089,0.00,0.30,2.15,D,5
0.0013924036,0.00,0.30,2.14,D,5
0.0014340637,0.00,0.30,2.13,D,5
0.0014757242,0.00,0.30,2.12,D,5
0.0015232204,0.00,0.30,2.10,D,5
0.0015665476,0.00,0.30,2.09,D,5
0.0016115418,0.00,0.30,2.08,D,5
0.0016582021,0.00,0.30,2.07,D,5
0.0017056962,0.00,0.30,2.06,D,5
0.0017548565,0.00,0.30,2.04,D,5
0.0018056838,0.00,0.30,2.03,D,5
0.0018581780,0.00,0.30,2.02,D,5
0.0019123367,0.00,0.30,2.01,D,5
0.0019689959,0.00,0.30,2.00,D,5
0.0020289875,0.00,0.30,1.99,D,5
0.0020923140,0.00,0.30,1.98,D,5
0.0021573052,0.00,0.30,1.96,D,5
0.0022281315,0.00,0.30,1.95,D,5
0.0022997888,0.00,0.30,1.94,D,5
0.0023781121,0.00,0.30,1.93,D,5
0.0024589347,0.00,0.30,1.92,D,5
0.0025439215,0.00,0.30,1.91,D,5
0.0026364104,0.00,0.30,1.90,D,5
0.0027347306,0.00,0.30,1.89,D,5
0.0028405518,0.00,0.30,1.88,D,5
0.0029588707,0.00,0.30,1.87,D,5
0.0030821884,0.00,0.30,1.86,D,5
0.0032188380,0.00,0.30,1.85,D,5
0.0033646541,0.00,0.30,1.84,D,5
0.0035287989,0.00,0.30,1.83,D,5
0.0037162747,0.00,0.30,1.81,D,5
0.0039054168,0.00,0.30,1.80,D,5
0.0041095569,0.00,0.30,1.79,D,5
0.0043236962,0.00,0.30,1.78,D,5
0.0045594984,0.00,0.30,1.77,D,5
0.0048102998,0.00,0.30,1.76,D,5
0.0050819313,0.00,0.30,1.75,D,5
0.0053768954,0.00,0.30,1.74,D,5
0.0056935200,0.00,0.30,1.73,D,5
0.0059993159,0.00,0.30,1.72,D,5
0.0063351096,0.00,0.30,1.71,D,5
0.0066692341,0.00,0.30,1.70,D,5
0.0070300232,0.00,0.30,1.69,D,5
0.0073991436,0.00,0.30,1.68,D,5
0.0077640977,0.00,0.30,1.67,D,5
0.0081173866,0.00,0.30,1.66,D,5
0.0085190014,0.00,0.30,1.65,D,5
0.0089014546,0.00,0.30,1.64,D,5
0.0092830708,0.00,0.30,1.63,D,5
0.0096713561,0.00,0.30,1.62,D,5
0.0100771378,0.00,0.30,1.61,D,5
0.0105045830,0.00,0.30,1.60,D,5
0.0109878564,0.00,0.30,1.59,D,5
0.0115269523,0.00,0.30,1.58,D,5
0.0123185203,0.00,0.30,1.57,D,5
0.0172562383,0.00,0.30,1.58,D,5
0.0230805075,0.00,0.30,1.57,D,5
0.0282215275,0.00,0.30,1.56,D,5
0.0337933240,0.00,0.30,1.55,D,5
0.0401091908,0.00,0.30,1.54,D,5
0.0463009086,0.00,0.30,1.53,D,5
0.0526851066,0.00,0.30,1.52,D,5
0.0588118325,0.00,0.30,1.51,D,5
0.0653618358,0.00,0.30,1.50,D,5
0.0722401378,0.00,0.30,1.49,D,5
0.0794675532,0.00,0.30,1.48,D,5
0.0867599604,0.00,0.30,1.47,D,5
0.0952205629,0.00,0.30,1.46,D,5
0.1038811276,0.00,0.30,1.45,D,5
0.1126458625,0.00,0.30,1.44,D,5
0.1221504981,0.00,0.30,1.43,D,5
0.1321492396,0.00,0.30,1.42,D,1
0.1421479898,0.00,0.30,1.41,D,1
0.1521467429,0.00,0.30,1.40,D,1
0.1621454775,0.00,0.30,1.39,D,1
0.1721442216,0.00,0.30,1.38,D,1
0.1821429701,0.00,0.30,1.37,D,1
0.1919542328,0.00,0.30,1.36,D,5
0.2015496869,0.00,0.30,1.35,D,5
0.2113359684,0.00,0.30,1.34,D,5
0.2197699194,0.00,0.30,1.33,D,5
0.2283979972,0.00,0.30,1.32,D,5
0.2364669791,0.00,0.30,1.31,D,5
0.2439585344,0.00,0.30,1.30,D,5
0.2522224895,0.00,0.30,1.29,D,5
0.2594857482,0.00,0.30,1.28,D,5
0.2666931756,0.00,0.30,1.27,D,5
0.2732831775,0.00,0.30,1.26,D,5
0.2795648883,0.00,0.30,1.25,D,5
0.2855091379,0.00,0.30,1.24,D,5
0.2913125764,0.00,0.30,1.23,D,5
0.2969460262,0.00,0.30,1.22,D,5
0.3022861857,0.00,0.30,1.21,D,5
0.3081312821,0.00,0.30,1.20,D,5
0.3137964010,0.00,0.30,1.19,D,5
0.3190432374,0.00,0.30,1.18,D,5
0.3245317129,0.00,0.30,1.17,D,5
0.3299318679,0.00,0.30,1.16,D,5
0.3351837177,0.00,0.30,1.15,D,5
0.3401547548,0.00,0.30,1.14,D,5
0.3454224200,0.00,0.30,1.13,D,5
0.3507025875,0.00,0.30,1.12,D,5
0.3556677925,0.00,0.30,1.11,D,5
0.3605263560,0.00,0.30,1.10,D,5
0.3652015991,0.00,0.30,1.09,D,5
0.3696693729,0.00,0.30,1.08,D,5
0.3742821217,0.00,0.30,1.07,D,5
0.3789915240,0.00,0.30,1.06,D,5
0.3834176349,0.00,0.30,1.05,D,5
0.3880903725,0.00,0.30,1.04,D,5
0.3924373262,0.00,0.30,1.03,D,5
0.3971683913,0.00,0.30,1.02,D,5
0.4015020170,0.00,0.30,1.01,D,5
0.4060306100,0.00,0.30,1.00,D,5
0.4105167163,0.00,0.30,0.99,D,5
0.4151303012,0.00,0.30,0.98,D,5
0.4195305838,0.00,0.30,0.97,D,5
0.4240741759,0.00,0.30,0.96,D,5
0.4287010946,0.00,0.30,0.95,D,5
0.4331772013,0.00,0.30,0.94,D,5
0.4377974529,0.00,0.30,0.93,D,5
0.4424518663,0.00,0.30,0.92,D,5
0.4473212531,0.00,0.30,0.90,D,5
0.4520289888,0.00,0.30,0.89,D,5
0.4567409086,0.00,0.30,0.88,D,5
0.4620135723,0.00,0.30,0.87,D,5
0.4669612808,0.00,0.30,0.86,D,5
0.4722239540,0.00,0.30,0.85,D,5
0.4775049531,0.00,0.30,0.84,D,5
0.4831092475,0.00,0.30,0.83,D,5
0.4885119053,0.00,0.30,0.82,D,5
0.4943986713,0.00,0.30,0.81,D,5
0.5000929642,0.00,0.30,0.80,D,5
0.5058447429,0.00,0.30,0.79,D,5
0.5120164591,0.00,0.30,0.78,D,5
0.5181248594,0.00,0.30,0.77,D,5
0.5245382222,0.00,0.30,0.76,D,5
0.5312307114,0.00,0.30,0.75,D,5
0.5382498279,0.00,0.30,0.74,D,5
0.5452789364,0.00,0.30,0.73,D,5
0.5523255530,0.00,0.30,0.72,D,5
0.5596379544,0.00,0.30,0.71,D,5
0.5671428416,0.00,0.30,0.70,D,5
0.5748585283,0.00,0.30,0.69,D,5
0.5825333900,0.00,0.30,0.68,D,5
0.5901549295,0.00,0.30,0.67,D,5
0.5976623260,0.00,0.30,0.66,D,5
0.6051922198,0.00,0.30,0.65,D,5
0.6126921003,0.00,0.30,0.64,D,5
0.6203878045,0.00,0.30,0.63,D,5
0.6277243872,0.00,0.30,0.62,D,5
0.6351967876,0.00,0.30,0.61,D,5
0.6425691878,0.00,0.30,0.60,D,5
0.6496033034,0.00,0.30,0.59,D,5
0.6567832362,0.00,0.30,0.58,D,5
0.6636490402,0.00,0.30,0.57,D,5
0.6704715107,0.00,0.30,0.56,D,5
0.6772814911,0.00,0.30,0.55,D,5
0.6842964383,0.00,0.30,0.54,D,5
0.6908631119,0.00,0.30,0.53,D,5
0.6973922908,0.00,0.30,0.52,D,5
0.7036615117,0.00,0.30,0.51,D,5
0.7098082324,0.00,0.30,0.50,D,5
0.7157324824,0.00,0.30,0.49,D,5
0.7217975480,0.00,0.30,0.48,D,5
0.7275285025,0.00,0.30,0.47,D,5
0.7333111048,0.00,0.30,0.46,D,5
0.7388870636,0.00,0.30,0.45,D,5
0.7443655380,0.00,0.30,0.44,D,5
0.7500389903,0.00,0.30,0.43,D,5
0.7552216766,0.00,0.30,0.42,D,5
0.7605568398,0.00,0.30,0.41,D,5
0.7657478542,0.00,0.30,0.40,D,5
0.7708122211,0.00,0.30,0.39,D,5
0.7762448748,0.00,0.30,0.38,D,5
0.7814392181,0.00,0.30,0.37,D,5
0.7863785957,0.00,0.30,0.36,D,5
0.7913621274,0.00,0.30,0.35,D,5
0.7966231188,0.00,0.30,0.34,D,5
0.8018724600,0.00,0.30,0.33,D,5
0.8071942957,0.00,0.30,0.32,D,5
0.8124952891,0.00,0.30,0.31,D,5
0.8178437820,0.00,0.30,0.30,D,5
0.8233039290,0.00,0.30,0.29,D,5
0.8289315627,0.00,0.30,0.28,D,5
0.8344117103,0.00,0.30,0.27,D,5
0.8405376048,0.00,0.30,0.26,D,5
0.8466809990,0.00,0.30,0.25,D,5
0.8531143656,0.00,0.30,0.24,D,5
0.8599935040,0.00,0.30,0.23,D,5
0.8674175736,0.00,0.30,0.22,D,5
0.8774088178,0.00,0.30,0.21,D,5
0.8874075607,0.00,0.30,0.20,D,1
0.8974063101,0.00,0.30,0.19,D,1
0.9074050487,0.00,0.30,0.18,D,1
0.9174037904,0.00,0.30,0.18,D,1
0.9274025304,0.00,0.30,0.17,D,1
0.9374012689,0.00,0.30,0.16,D,1
0.9474000029,0.00,0.30,0.16,D,1
0.9573987578,0.00,0.30,0.15,D,1
0.9673975073,0.00,0.30,0.15,D,1
0.9773962455,0.00,0.30,0.14,D,1
0.9873949895,0.00,0.30,0.14,D,1
0.9973937337,0.00,0.30,0.13,D,1
1.0073924751,0.00,0.30,0.13,D,1
1.0173912250,0.00,0.30,0.12,D,1
1.0273899736,0.00,0.30,0.12,D,1
1.0373887090,0.00,0.30,0.11,D,1
1.0473874625,0.00,0.30,0.11,D,1
1.0573862011,0.00,0.30,0.11,D,1
1.0673849584,0.00,0.30,0.11,D,1
1.0773836900,0.00,0.30,0.10,D,1
1.0873824330,0.00,0.30,0.10,D,1
1.0973811841,0.00,0.30,0.10,D,1
1.1073799296,0.00,0.30,0.10,D,1
1.1173786725,0.00,0.30,0.10,D,1
1.1273774203,0.00,0.30,0.10,D,1
1.1373761727,0.00,0.30,0.10,D,1
1.1473749106,0.00,0.30,0.10,D,1
1.1573736566,0.00,0.30,0.10,D,1
1.1673724009,0.00,0.30,0.10,D,1
1.1773711526,0.00,0.30,0.10,D,1
1.1873698869,0.00,0.30,0.10,D,1
1.1973686324,0.00,0.30,0.10,D,1
1.2073673762,0.00,0.30,0.10,D,1
1.2173661180,0.00,0.30,0.10,D,1
1.2273648594,0.00,0.30,0.10,D,1
1.2373636084,0.00,0.30,0.10,D,1
1.2473623354,0.00,0.30,0.10,D,1
1.2573610805,0.00,0.30,0.10,D,1
1.2673598270,0.00,0.30,0.10,D,1
1.2773585588,0.00,0.30,0.10,D,1
1.2873572860,0.00,0.30,0.10,D,1
1.2973560317,0.00,0.30,0.10,D,1
1.3073547754,0.00,0.30,0.10,D,1
1.3173535220,0.00,0.30,0.10,D,1
1.3273522666,0.00,0.30,0.10,D,1
1.3373510012,0.00,0.30,0.10,D,1
1.3473497404,0.00,0.30,0.10,D,1
1.3573484806,0.00,0.30,0.10,D,1
1.3673472343,0.00,0.30,0.10,D,1
1.3773459744,0.00,0.30,0.10,D,1
1.3873447127,0.00,0.30,0.10,D,1
1.3973434483,0.00,0.30,0.10,D,1
1.4073421816,0.00,0.30,0.10,D,1
1.4173409264,0.00,0.30,0.10,D,1
1.4273396628,0.00,0.30,0.10,D,1
1.4373384013,0.00,0.30,0.10,D,1
1.4473371531,0.00,0.30,0.10,D,1
1.4573359092,0.00,0.30,0.10,D,1
1.4673346571,0.00,0.30,0.10,D,1
1.4773333978,0.00,0.30,0.10,D,1
1.4873321359,0.00,0.30,0.10,D,1
1.4973308695,0.00,0.30,0.10,D,1
1.5073296139,0.00,0.30,0.10,D,1
1.5173283532,0.00,0.30,0.10,D,1
1.5273270978,0.00,0.30,0.10,D,1
1.5373258346,0.00,0.30,0.10,D,1
1.5473245861,0.00,0.30,0.10,D,1
1.5573233317,0.00,0.30,0.10,D,1
1.5673220640,0.00,0.30,0.10,D,1
1.5773208089,0.00,0.30,0.10,D,1
1.5873195514,0.00,0.30,0.10,D,1
1.5973182911,0.00,0.30,0.10,D,1
1.6073170200,0.00,0.30,0.10,D,1
1.6173157760,0.00,0.30,0.10,D,1
1.6273145155,0.00,0.30,0.10,D,1
1.6373132535,0.00,0.30,0.10,D,1
1.6473119983,0.00,0.30,0.10,D,1
1.6573107331,0.00,0.30,0.10,D,1
1.6673094824,0.00,0.30,0.10,D,1
1.6773082244,0.00,0.30,0.10,D,1
1.6873069570,0.00,0.30,0.10,D,1
1.6973057034,0.00,0.30,0.10,D,1
1.7073044476,0.00,0.30,0.10,D,1
1.7173031834,0.00,0.30,0.10,D,1
1.7273019127,0.00,0.30,0.10,D,1
1.7373006561,0.00,0.30,0.10,D,1
1.7472993989,0.00,0.30,0.10,D,1
1.7572981494,0.00,0.30,0.10,D,1
1.7672968958,0.00,0.30,0.10,D,1
1.7772956293,0.00,0.30,0.10,D,1
1.7872943627,0.00,0.30,0.10,D,1
1.7972931005,0.00,0.30,0.10,D,1
1.8072918395,0.00,0.30,0.10,D,1
1.8172905893,0.00,0.30,0.10,D,1
1.8272893389,0.00,0.30,0.10,D,1
1.8372880828,0.00,0.30,0.10,D,1
1.8472868253,0.00,0.30,0.10,D,1
1.8572855759,0.00,0.30,0.10,D,1
1.8672843162,0.00,0.30,0.10,D,1
1.8772830725,0.00,0.30,0.10,D,1
1.8872818181,0.00,0.30,0.10,D,1
1.8972805718,0.00,0.30,0.10,D,1
1.9072793161,0.00,0.30,0.10,D,1
1.9172780704,0.00,0.30,0.09,D,1
1.9272768074,0.00,0.30,0.09,D,1
1.9372755477,0.00,0.30,0.09,D,1
1.9472742817,0.00,0.30,0.09,D,1
1.9572730257,0.00,0.30,0.09,D,1
1.9672717695,0.00,0.30,0.09,D,1
1.9772705139,0.00,0.30,0.09,D,1
1.9872692554,0.00,0.30,0.09,D,1
1.9972679916,0.00,0.30,0.09,D,1
2.0072667335,0.00,0.30,0.09,D,1
2.0172654923,0.00,0.30,0.09,D,1
2.0272642361,0.00,0.30,0.09,D,1
2.0372629728,0.00,0.30,0.09,D,1
2.0472617157,0.00,0.30,0.09,D,1
2.0572604570,0.00,0.30,0.09,D,1
2.0672591983,0.00,0.30,0.09,D,1
2.0772579441,0.00,0.30,0.09,D,1
2.0872566758,0.00,0.30,0.09,D,1
2.0972554055,0.00,0.30,0.09,D,1
2.1072541450,0.00,0.30,0.09,D,1
2.1172528879,0.00,0.30,0.09,D,1
2.1272516314,0.00,0.30,0.09,D,1
2.1372503584,0.00,0.30,0.09,D,1
2.1472491109,0.00,0.30,0.09,D,1
2.1572478449,0.00,0.30,0.09,D,1
2.1672465801,0.00,0.30,0.09,D,1
2.1772453341,0.00,0.30,0.09,D,1
2.1872440794,0.00,0.30,0.09,D,1
2.1972428151,0.00,0.30,0.09,D,1
2.2072415560,0.00,0.30,0.09,D,1
2.2172402945,0.00,0.30,0.09,D,1
2.2272390397,0.00,0.30,0.09,D,1
2.2372377773,0.00,0.30,0.09,D,1
2.2472365205,0.00,0.30,0.09,D,1
2.2572352602,0.00,0.30,0.09,D,1
2.2672340018,0.00,0.30,0.09,D,1
2.2772327409,0.00,0.30,0.09,D,1
2.2872314831,0.00,0.30,0.09,D,1
2.2972302286,0.00,0.30,0.09,D,1
2.3072289689,0.00,0.30,0.09,D,1
2.3172277211,0.00,0.30,0.09,D,1
2.3272264681,0.00,0.30,0.09,D,1
2.3372252118,0.00,0.30,0.09,D,1
2.3472239503,0.00,0.30,0.09,D,1
2.3572226981,0.00,0.30,0.09,D,1
2.3672214481,0.00,0.30,0.09,D,1
2.3772201843,0.00,0.30,0.09,D,1
2.3872189198,0.00,0.30,0.09,D,1
2.3972176634,0.00,0.30,0.09,D,1
2.4072164016,0.00,0.30,0.09,D,1
2.4172151354,0.00,0.30,0.09,D,1
2.4272138775,0.00,0.30,0.09,D,1
2.4372126300,0.00,0.30,0.09,D,1
2.4472113731,0.00,0.30,0.09,D,1
2.4572101128,0.00,0.30,0.09,D,1
2.4672088640,0.00,0.30,0.09,D,1
2.4772075980,0.00,0.30,0.09,D,1
2.4872063407,0.00,0.30,0.09,D,1
2.4972050827,0.00,0.30,0.09,D,1
2.5072038231,0.00,0.30,0.09,D,1
2.5172025591,0.00,0.30,0.08,D,1
2.5272013048,0.00,0.30,0.08,D,1
2.5372000445,0.00,0.30,0.08,D,1
2.5471987750,0.00,0.30,0.08,D,1
2.5571975087,0.00,0.30,0.08,D,1
2.5671962453,0.00,0.30,0.08,D,1
2.5771949878,0.00,0.30,0.08,D,1
2.5871937298,0.00,0.30,0.08,D,1
2.5971924753,0.00,0.30,0.08,D,1
2.6071912126,0.00,0.30,0.08,D,1
2.6171899502,0.00,0.30,0.08,D,1
2.6271886862,0.00,0.30,0.08,D,1
2.6371874323,0.00,0.30,0.08,D,1
2.6471861849,0.00,0.30,0.08,D,1
2.6571849334,0.00,0.30,0.08,D,1
2.6671836651,0.00,0.30,0.08,D,1
2.6771824115,0.00,0.30,0.08,D,1
2.6871811513,0.00,0.30,0.08,D,1
2.6971799050,0.00,0.30,0.08,D,1
2.7071786347,0.00,0.30,0.08,D,1
2.7171773799,0.00,0.30,0.08,D,1
2.7271761100,0.00,0.30,0.08,D,1
2.7371748645,0.00,0.30,0.08,D,1
2.7471736116,0.00,0.30,0.08,D,1
2.7571723455,0.00,0.30,0.08,D,1
2.7671710958,0.00,0.30,0.08,D,1
2.7771698324,0.00,0.30,0.08,D,1
2.7871685768,0.00,0.30,0.08,D,1
2.7971673117,0.00,0.30,0.08,D,1
2.8071660562,0.00,0.30,0.08,D,1
2.8171647999,0.00,0.30,0.08,D,1
2.8271635321,0.00,0.30,0.08,D,1
2.8371622743,0.00,0.30,0.08,D,1
2.8471610113,0.00,0.30,0.08,D,1
2.8571597506,0.00,0.30,0.08,D,1
2.8671584934,0.00,0.30,0.08,D,1
2.8771572286,0.00,0.30,0.08,D,1
2.8871559644,0.00,0.30,0.08,D,1
2.8971547041,0.00,0.30,0.08,D,1
2.9071534379,0.00,0.30,0.08,D,1
2.9171521819,0.00,0.30,0.08,D,1
2.9271509182,0.00,0.30,0.08,D,1
2.9371496602,0.00,0.30,0.08,D,1
2.9471484169,0.00,0.30,0.08,D,1
2.9571471522,0.00,0.30,0.08,D,1
2.9671458860,0.00,0.30,0.08,D,1
2.9771446289,0.00,0.30,0.08,D,1
2.9871433648,0.00,0.30,0.07,D,1
2.9971421187,0.00,0.30,0.07,D,1
3.0071408735,0.00,0.30,0.07,D,1
3.0171396110,0.00,0.30,0.07,D,1
3.0271383557,0.00,0.30,0.07,D,1
3.0371370933,0.00,0.30,0.07,D,1
3.0471358329,0.00,0.30,0.07,D,1
3.0571345824,0.00,0.30,0.07,D,1
3.0671333270,0.00,0.30,0.07,D,1
3.0771320740,0.00,0.30,0.07,D,1
3.0871308117,0.00,0.30,0.07,D,1
3.0971295618,0.00,0.30,0.07,D,1
3.1071283037,0.00,0.30,0.07,D,1
3.1171270458,0.00,0.30,0.07,D,1
3.1271257910,0.00,0.30,0.07,D,1
3.1371245396,0.00,0.30,0.07,D,1
3.1471232788,0.00,0.30,0.07,D,1
3.1571220185,0.00,0.30,0.07,D,1
3.1671207458,0.00,0.30,0.07,D,1
3.1771194933,0.00,0.30,0.07,D,1
3.1871182234,0.00,0.30,0.07,D,1
3.1971169782,0.00,0.30,0.07,D,1
3.2071157288,0.00,0.30,0.07,D,1
3.2171144723,0.00,0.30,0.07,D,1
3.2271132114,0.00,0.30,0.07,D,1
3.2371119602,0.00,0.30,0.07,D,1
3.2471107068,0.00,0.30,0.07,D,1
3.2571094520,0.00,0.30,0.07,D,1
3.2671081883,0.00,0.30,0.07,D,1
3.2771069281,0.00,0.30,0.07,D,1
3.2871056735,0.00,0.30,0.07,D,1
3.2971044131,0.00,0.30,0.07,D,1
3.3071031568,0.00,0.30,0.07,D,1
3.3171019039,0.00,0.30,0.07,D,1
3.3271006491,0.00,0.30,0.07,D,1
3.3370993905,0.00,0.30,0.07,D,1
3.3470981247,0.00,0.30,0.07,D,1
3.3570968749,0.00,0.30,0.07,D,1
3.3670956084,0.00,0.30,0.07,D,1
3.3770943587,0.00,0.30,0.07,D,1
3.3870930959,0.00,0.30,0.07,D,1
3.3970918385,0.00,0.30,0.06,D,1
3.4070905812,0.00,0.30,0.06,D,1
3.4170893226,0.00,0.30,0.06,D,1
3.4270880581,0.00,0.30,0.06,D,1
3.4370867934,0.00,0.30,0.06,D,1
3.4470855341,0.00,0.30,0.06,D,1
3.4570842837,0.00,0.30,0.06,D,1
3.4670830207,0.00,0.30,0.06,D,1
3.4770817582,0.00,0.30,0.06,D,1
3.4870805078,0.00,0.30,0.06,D,1
3.4970792557,0.00,0.30,0.06,D,1
3.5070779929,0.00,0.30,0.06,D,1
3.5170767419,0.00,0.30,0.06,D,1
3.5270754706,0.00,0.30,0.06,D,1
3.5370742153,0.00,0.30,0.06,D,1
3.5470729737,0.00,0.30,0.06,D,1
3.5570717395,0.00,0.30,0.06,D,1
3.5670704900,0.00,0.30,0.06,D,1
3.5770692339,0.00,0.30,0.06,D,1
3.5870679822,0.00,0.30,0.06,D,1
3.5970667284,0.00,0.30,0.06,D,1
3.6070654596,0.00,0.30,0.06,D,1
3.6170641948,0.00,0.30,0.06,D,1
3.6270629378,0.00,0.30,0.06,D,1
3.6370616795,0.00,0.30,0.06,D,1
3.6470604335,0.00,0.30,0.06,D,1
3.6570591784,0.00,0.30,0.06,D,1
3.6670579212,0.00,0.30,0.06,D,1
3.6770566661,0.00,0.30,0.06,D,1
3.6870554032,0.00,0.30,0.06,D,1
3.6970541424,0.00,0.30,0.06,D,1
3.7070528765,0.00,0.30,0.06,D,1
3.7170516122,0.00,0.30,0.06,D,1
3.7270503572,0.00,0.30,0.06,D,1
3.7370491040,0.00,0.30,0.06,D,1
3.7470478397,0.00,0.30,0.05,D,1
3.7570465729,0.00,0.30,0.05,D,1
3.7670453108,0.00,0.30,0.05,D,1
3.7770440451,0.00,0.30,0.05,D,1
3.7870427929,0.00,0.30,0.05,D,1
3.7970415259,0.00,0.30,0.05,D,1
3.8070402555,0.00,0.30,0.05,D,1
3.8170390016,0.00,0.30,0.05,D,1
3.8270377498,0.00,0.30,0.05,D,1
3.8370364795,0.00,0.30,0.05,D,1
3.8470352235,0.00,0.30,0.05,D,1
3.8570339485,0.00,0.30,0.05,D,1
3.8670327008,0.00,0.30,0.05,D,1
3.8770314457,0.00,0.30,0.05,D,1
3.8870301906,0.00,0.30,0.05,D,1
3.8970289282,0.00,0.30,0.05,D,1
3.9070276622,0.00,0.30,0.05,D,1
3.9170264009,0.00,0.30,0.05,D,1
3.9270251407,0.00,0.30,0.05,D,1
3.9370238923,0.00,0.30,0.05,D,1
3.9470226273,0.00,0.30,0.05,D,1
3.9570213606,0.00,0.30,0.05,D,1
3.9670201140,0.00,0.30,0.05,D,1
3.9770188575,0.00,0.30,0.05,D,1
3.9870175919,0.00,0.30,0.05,D,1
3.9970163261,0.00,0.30,0.05,D,1
4.0070150698,0.00,0.30,0.05,D,1
4.0170138092,0.00,0.30,0.05,D,1
4.0270125557,0.00,0.30,0.05,D,1
4.0370112910,0.00,0.30,0.05,D,1
4.0470100288,0.00,0.30,0.05,D,1
4.0570087793,0.00,0.30,0.04,D,1
4.0670075242,0.00,0.30,0.04,D,1
4.0770062529,0.00,0.30,0.04,D,1
4.0870049898,0.00,0.30,0.04,D,1
4.0970037365,0.00,0.30,0.04,D,1
4.1070024819,0.00,0.30,0.04,D,1
4.1170012182,0.00,0.30,0.04,D,1
4.1269999642,0.00,0.30,0.04,D,1
4.1369987099,0.00,0.30,0.04,D,1
4.1469974410,0.00,0.30,0.04,D,1
4.1569961902,0.00,0.30,0.04,D,1
4.1669949348,0.00,0.30,0.04,D,1
4.1769936708,0.00,0.30,0.04,D,1
4.1869924126,0.00,0.30,0.04,D,1
4.1969911497,0.00,0.30,0.04,D,1
4.2069898997,0.00,0.30,0.04,D,1
4.2169886397,0.00,0.30,0.04,D,1
4.2269873805,0.00,0.30,0.04,D,1
4.2369861153,0.00,0.30,0.04,D,1
4.2469848599,0.00,0.30,0.04,D,1
4.2569835999,0.00,0.30,0.04,D,1
4.2669823301,0.00,0.30,0.04,D,1
4.2769810692,0.00,0.30,0.04,D,1
4.2869797978,0.00,0.30,0.04,D,1
4.2969785395,0.00,0.30,0.04,D,1
4.3069772710,0.00,0.30,0.04,D,1
4.3169760142,0.00,0.30,0.04,D,1
4.3269747662,0.00,0.30,0.03,D,1
4.3369735062,0.00,0.30,0.03,D,1
4.3469722376,0.00,0.30,0.03,D,1
4.3569709776,0.00,0.30,0.03,D,1
4.3669697225,0.00,0.30,0.03,D,1
4.3769684788,0.00,0.30,0.03,D,1
4.3869672155,0.00,0.30,0.03,D,1
4.3969659663,0.00,0.30,0.03,D,1
4.4069647088,0.00,0.30,0.03,D,1
4.4169634436,0.00,0.30,0.03,D,1
4.4269621812,0.00,0.30,0.03,D,1
4.4369609071,0.00,0.30,0.03,D,1
4.4469596472,0.00,0.30,0.03,D,1
4.4569583898,0.00,0.30,0.03,D,1
4.4669571319,0.00,0.30,0.03,D,1
4.4769558820,0.00,0.30,0.03,D,1
4.4869546245,0.00,0.30,0.03,D,1
4.4969533653,0.00,0.30,0.03,D,1
