C:\Maccor\System\University at Buffalo # 1\Archive\MV20789-1.094,Procedure,MV207-89 Cycling.000,,SCap,1
mAmp-hr,Watt-hr,mAmps,Volts,State,ES
0.0055837249,0.00,0.30,0.18,C,5
0.0073834934,0.00,0.30,0.19,C,5
0.0096473760,0.00,0.30,0.20,C,5
0.0122803784,0.00,0.30,0.21,C,5
0.0155258026,0.00,0.30,0.22,C,5
0.0193369901,0.00,0.30,0.23,C,5
0.0237672691,0.00,0.30,0.24,C,5
0.0287649670,0.00,0.30,0.25,C,5
0.0345809047,0.00,0.30,0.26,C,5
0.0409859353,0.00,0.30,0.27,C,5
0.0479192299,0.00,0.30,0.28,C,5
0.0555066057,0.00,0.30,0.29,C,5
0.0634064408,0.00,0.30,0.30,C,5
0.0719645416,0.00,0.30,0.31,C,5
0.0810067445,0.00,0.30,0.32,C,5
0.0902347441,0.00,0.30,0.33,C,5
0.0996360616,0.00,0.30,0.34,C,5
0.1090540420,0.00,0.30,0.35,C,5
0.1177937681,0.00,0.30,0.36,C,5
0.1264643547,0.00,0.30,0.37,C,5
0.1349557824,0.00,0.30,0.38,C,5
0.1429472655,0.00,0.30,0.39,C,5
0.1506271251,0.00,0.30,0.40,C,5
0.1578020509,0.00,0.30,0.41,C,5
0.1647470171,0.00,0.30,0.42,C,5
0.1715228251,0.00,0.30,0.43,C,5
0.1781319933,0.00,0.30,0.44,C,5
0.1843537044,0.00,0.30,0.46,C,5
0.1902454684,0.00,0.30,0.47,C,5
0.1957322800,0.00,0.30,0.48,C,5
0.2007824772,0.00,0.30,0.49,C,5
0.2055835375,0.00,0.30,0.50,C,5
0.2101321275,0.00,0.30,0.51,C,5
0.2142791068,0.00,0.30,0.52,C,5
0.2181819449,0.00,0.30,0.53,C,5
0.2220089590,0.00,0.30,0.54,C,5
0.2255293494,0.00,0.30,0.55,C,5
0.2289464245,0.00,0.30,0.56,C,5
0.2321235198,0.00,0.30,0.57,C,5
0.2355497579,0.00,0.30,0.58,C,5
0.2385602147,0.00,0.30,0.59,C,5
0.2414040239,0.00,0.30,0.60,C,5
0.2441320192,0.00,0.30,0.61,C,5
0.2469341686,0.00,0.30,0.62,C,5
0.2494996734,0.00,0.30,0.63,C,5
0.2520035322,0.00,0.30,0.64,C,5
0.2544023914,0.00,0.30,0.65,C,5
0.2567862596,0.00,0.30,0.66,C,5
0.2591376265,0.00,0.30,0.67,C,5
0.2614181701,0.00,0.30,0.68,C,5
0.2636045620,0.00,0.30,0.69,C,5
0.2658076202,0.00,0.30,0.70,C,5
0.2679423522,0.00,0.30,0.71,C,5
0.2700220925,0.00,0.30,0.72,C,5
0.2720268372,0.00,0.30,0.73,C,5
0.2739224308,0.00,0.30,0.74,C,5
0.2758521894,0.00,0.30,0.75,C,5
0.2777419472,0.00,0.30,0.76,C,5
0.2797325339,0.00,0.30,0.77,C,5
0.2816222973,0.00,0.30,0.78,C,5
0.2834328960,0.00,0.30,0.79,C,5
0.2851610121,0.00,0.30,0.80,C,5
0.2869557858,0.00,0.30,0.81,C,5
0.2887080658,0.00,0.30,0.82,C,5
0.2903678547,0.00,0.30,0.83,C,5
0.2920176412,0.00,0.30,0.84,C,5
0.2936207711,0.00,0.30,0.85,C,5
0.2953213939,0.00,0.30,0.86,C,5
0.2968028739,0.00,0.30,0.87,C,5
0.2982976853,0.00,0.30,0.88,C,5
0.2997683341,0.00,0.30,0.89,C,5
0.3012431483,0.00,0.30,0.90,C,5
0.3027104665,0.00,0.30,0.91,C,5
0.3041594506,0.00,0.30,0.92,C,5
0.3056534278,0.00,0.30,0.93,C,5
0.3070540885,0.00,0.30,0.94,C,5
0.3085180660,0.00,0.30,0.95,C,5
0.3098129044,0.00,0.30,0.96,C,5
0.3111285692,0.00,0.30,0.97,C,5
0.3124775676,0.00,0.30,0.98,C,5
0.3137665732,0.00,0.30,0.99,C,5
0.3150864067,0.00,0.30,1.00,C,5
0.3163895710,0.00,0.30,1.01,C,5
0.3177369008,0.00,0.30,1.02,C,5
0.3189600849,0.00,0.30,1.03,C,5
0.3201199373,0.00,0.30,1.04,C,5
0.3212839553,0.00,0.30,1.05,C,5
0.3224429809,0.00,0.30,1.06,C,5
0.3235811720,0.00,0.30,1.07,C,5
0.3246943680,0.00,0.30,1.08,C,5
0.3257725617,0.00,0.30,1.09,C,5
0.3268415958,0.00,0.30,1.10,C,5
0.3278989645,0.00,0.30,1.11,C,5
0.3290029912,0.00,0.30,1.12,C,5
0.3299420381,0.00,0.30,1.13,C,5
0.3308985849,0.00,0.30,1.14,C,5
0.3318692985,0.00,0.30,1.15,C,5
0.3328516737,0.00,0.30,1.16,C,5
0.3338657113,0.00,0.30,1.18,C,5
0.3347905958,0.00,0.30,1.19,C,5
0.3356838166,0.00,0.30,1.20,C,5
0.3360279398,0.00,0.30,1.20,C,133
0.0000000000,0.00,0.00,1.17,R,0
0.0000000000,0.00,0.00,1.09,R,1
0.0000000000,0.00,0.00,1.06,R,1
0.0000000000,0.00,0.00,1.04,R,1
0.0000000000,0.00,0.00,1.02,R,1
0.0000000000,0.00,0.00,1.00,R,129
0.0000019154,0.00,0.30,0.96,D,0
0.0000152483,0.00,0.30,0.94,D,5
0.0000335798,0.00,0.30,0.92,D,5
0.0000560796,0.00,0.30,0.91,D,5
0.0000819115,0.00,0.30,0.89,D,5
0.0001102418,0.00,0.30,0.88,D,5
0.0001410712,0.00,0.30,0.87,D,5
0.0001735671,0.00,0.30,0.86,D,5
0.0002077291,0.00,0.30,0.84,D,5
0.0002435580,0.00,0.30,0.83,D,5
0.0002810524,0.00,0.30,0.82,D,5
0.0003193809,0.00,0.30,0.81,D,5
0.0003602092,0.00,0.30,0.79,D,5
0.0004018709,0.00,0.30,0.78,D,5
0.0004468658,0.00,0.30,0.77,D,5
0.0004918604,0.00,0.30,0.76,D,5
0.0005385209,0.00,0.30,0.75,D,5
0.0005868492,0.00,0.30,0.73,D,5
0.0006385087,0.00,0.30,0.72,D,5
0.0006918358,0.00,0.30,0.71,D,5
0.0007434943,0.00,0.30,0.70,D,5
0.0008009866,0.00,0.30,0.69,D,5
0.0008601466,0.00,0.30,0.68,D,5
0.0009209721,0.00,0.30,0.67,D,5
0.0009842983,0.00,0.30,0.65,D,5
0.0010509569,0.00,0.30,0.64,D,5
0.0011184468,0.00,0.30,0.63,D,5
0.0011909387,0.00,0.30,0.62,D,5
0.0012650957,0.00,0.30,0.61,D,5
0.0013417524,0.00,0.30,0.60,D,5
0.0014200757,0.00,0.30,0.59,D,5
0.0015017326,0.00,0.30,0.58,D,5
0.0015858887,0.00,0.30,0.57,D,5
0.0016717097,0.00,0.30,0.56,D,5
0.0017583665,0.00,0.30,0.55,D,5
0.0018466884,0.00,0.30,0.53,D,5
0.0019391760,0.00,0.30,0.52,D,5
0.0020349975,0.00,0.30,0.51,D,5
0.0021308175,0.00,0.30,0.50,D,5
0.0022266386,0.00,0.30,0.49,D,5
0.0023241263,0.00,0.30,0.48,D,5
0.0024241150,0.00,0.30,0.47,D,5
0.0025257707,0.00,0.30,0.46,D,5
0.0026232580,0.00,0.30,0.45,D,5
0.0027249118,0.00,0.30,0.44,D,5
0.0028240661,0.00,0.30,0.43,D,5
0.0029265533,0.00,0.30,0.42,D,5
0.0030282069,0.00,0.30,0.40,D,5
0.0031273614,0.00,0.30,0.39,D,5
0.0032273499,0.00,0.30,0.38,D,5
0.0033290025,0.00,0.30,0.37,D,5
0.0034323242,0.00,0.30,0.36,D,5
0.0035373106,0.00,0.30,0.35,D,5
0.0036422972,0.00,0.30,0.34,D,5
0.0037506160,0.00,0.30,0.33,D,5
0.0038606013,0.00,0.30,0.32,D,5
0.0039705884,0.00,0.30,0.31,D,5
0.0040822421,0.00,0.30,0.30,D,5
0.0041972267,0.00,0.30,0.29,D,5
0.0043172129,0.00,0.30,0.28,D,5
0.0044430294,0.00,0.30,0.27,D,5
0.0045721799,0.00,0.30,0.26,D,5
0.0047088284,0.00,0.30,0.25,D,5
0.0048471452,0.00,0.30,0.24,D,5
0.0050004607,0.00,0.30,0.22,D,5
0.0051671055,0.00,0.30,0.21,D,5
0.0053454176,0.00,0.30,0.20,D,5
0.0055520580,0.00,0.30,0.19,D,5
0.0057936927,0.00,0.30,0.18,D,5
0.0061053211,0.00,0.30,0.17,D,5
0.0065585971,0.00,0.30,0.16,D,5
0.0073643275,0.00,0.30,0.15,D,5
0.0091641024,0.00,0.30,0.14,D,5
0.0151233564,0.00,0.30,0.13,D,5
0.0251221001,0.00,0.30,0.13,D,1
0.0351208365,0.00,0.30,0.12,D,1
0.0451195693,0.00,0.30,0.12,D,1
0.0551183076,0.00,0.30,0.11,D,1
0.0651170502,0.00,0.30,0.11,D,1
0.0751157961,0.00,0.30,0.10,D,1
0.0851145383,0.00,0.30,0.10,D,1
0.0951132835,0.00,0.30,0.10,D,1
0.1051120220,0.00,0.30,0.09,D,1
0.1151107547,0.00,0.30,0.09,D,1
0.1251095036,0.00,0.30,0.08,D,1
0.1351082410,0.00,0.30,0.08,D,1
0.1451069777,0.00,0.30,0.08,D,1
0.1551057254,0.00,0.30,0.07,D,1
0.1651044576,0.00,0.30,0.07,D,1
0.1751031923,0.00,0.30,0.06,D,1
0.1851019369,0.00,0.30,0.06,D,1
0.1951006793,0.00,0.30,0.06,D,1
0.2050994181,0.00,0.30,0.05,D,1
0.2150981487,0.00,0.30,0.05,D,1
0.2250968973,0.00,0.30,0.04,D,1
0.2350956328,0.00,0.30,0.04,D,1
0.2450943712,0.00,0.30,0.03,D,1
0.2550931034,0.00,0.30,0.03,D,1
0.2650918503,0.00,0.30,0.03,D,1
0.2750905912,0.00,0.30,0.02,D,1
0.2850893202,0.00,0.30,0.02,D,1
0.2950880742,0.00,0.30,0.01,D,1
0.3050868169,0.00,0.30,0.01,D,1
0.3150855559,0.00,0.30,0.01,D,1
0.3250842943,0.00,0.30,0.00,D,1
0.3317009658,0.00,0.30,0.00,D,133
0.0000000000,0.00,0.00,0.02,R,0
0.0000000000,0.00,0.00,0.04,R,1
0.0000000000,0.00,0.00,0.05,R,1
0.0000000000,0.00,0.00,0.05,R,1
0.0000000000,0.00,0.00,0.06,R,1
0.0000000000,0.00,0.00,0.06,R,129
0.0000019192,0.00,0.30,0.08,C,0
0.0000302502,0.00,0.30,0.09,C,5
0.0000944158,0.00,0.30,0.10,C,5
0.0002102349,0.00,0.30,0.11,C,5
0.0004177084,0.00,0.30,0.12,C,5
0.0007368331,0.00,0.30,0.13,C,5
0.0011984455,0.00,0.30,0.14,C,5
0.0018350299,0.00,0.30,0.15,C,5
0.0026790943,0.00,0.30,0.16,C,5
0.0037481286,0.00,0.30,0.17,C,5
0.0050729610,0.00,0.30,0.18,C,5
0.0067352512,0.00,0.30,0.19,C,5
0.0088116635,0.00,0.30,0.20,C,5
0.0112938506,0.00,0.30,0.21,C,5
0.0142009905,0.00,0.30,0.22,C,5
0.0176405591,0.00,0.30,0.23,C,5
0.0216292227,0.00,0.30,0.24,C,5
0.0262794764,0.00,0.30,0.25,C,5
0.0315554847,0.00,0.30,0.26,C,5
0.0373047618,0.00,0.30,0.27,C,5
0.0435514800,0.00,0.30,0.28,C,5
0.0503764500,0.00,0.30,0.30,C,5
0.0575505430,0.00,0.30,0.31,C,5
0.0649496156,0.00,0.30,0.32,C,5
0.0730569331,0.00,0.30,0.33,C,5
0.0812459138,0.00,0.30,0.34,C,5
0.0897515144,0.00,0.30,0.35,C,5
0.0982446125,0.00,0.30,0.36,C,5
0.1064944069,0.00,0.30,0.37,C,5
0.1145300636,0.00,0.30,0.38,C,5
0.1220966224,0.00,0.30,0.39,C,5
0.1293257121,0.00,0.30,0.40,C,5
0.1363973263,0.00,0.30,0.41,C,5
0.1433447810,0.00,0.30,0.42,C,5
0.1497872950,0.00,0.30,0.43,C,5
0.1561031592,0.00,0.30,0.44,C,5
0.1623123731,0.00,0.30,0.45,C,5
0.1681008130,0.00,0.30,0.46,C,5
0.1735634582,0.00,0.30,0.47,C,5
0.1784861720,0.00,0.30,0.48,C,5
0.1833897228,0.00,0.30,0.49,C,5
0.1879966369,0.00,0.30,0.50,C,5
0.1921519507,0.00,0.30,0.51,C,5
0.1961206184,0.00,0.30,0.52,C,5
0.1998968104,0.00,0.30,0.53,C,5
0.2034480292,0.00,0.30,0.54,C,5
0.2068934338,0.00,0.30,0.55,C,5
0.2101138672,0.00,0.30,0.56,C,5
0.2131951511,0.00,0.30,0.57,C,5
0.2162039349,0.00,0.30,0.58,C,5
0.2190602426,0.00,0.30,0.59,C,5
0.2218357232,0.00,0.30,0.60,C,5
0.2244745566,0.00,0.30,0.61,C,5
0.2269917443,0.00,0.30,0.62,C,5
0.2294780980,0.00,0.30,0.63,C,5
0.2318894591,0.00,0.30,0.64,C,5
0.2341516769,0.00,0.30,0.65,C,5
0.2365347066,0.00,0.30,0.66,C,5
0.2387269311,0.00,0.30,0.67,C,5
0.2408283334,0.00,0.30,0.68,C,5
0.2429180689,0.00,0.30,0.69,C,5
0.2450144660,0.00,0.30,0.70,C,5
0.2469983856,0.00,0.30,0.71,C,5
0.2489039787,0.00,0.30,0.72,C,5
0.2509387172,0.00,0.30,0.73,C,5
0.2528684804,0.00,0.30,0.74,C,5
0.2548132371,0.00,0.30,0.75,C,5
0.2566763301,0.00,0.30,0.76,C,5
0.2584469448,0.00,0.30,0.77,C,5
0.2602508828,0.00,0.30,0.78,C,5
0.2620123321,0.00,0.30,0.79,C,5
0.2636579537,0.00,0.30,0.80,C,5
0.2653694078,0.00,0.30,0.81,C,5
0.2670283740,0.00,0.30,0.82,C,5
0.2686806676,0.00,0.30,0.83,C,5
0.2702313046,0.00,0.30,0.84,C,5
0.2718002751,0.00,0.30,0.85,C,5
0.2733725749,0.00,0.30,0.86,C,5
0.2749073816,0.00,0.30,0.87,C,5
0.2763955209,0.00,0.30,0.88,C,5
0.2779544924,0.00,0.30,0.89,C,5
0.2794543004,0.00,0.30,0.90,C,5
0.2809299492,0.00,0.30,0.91,C,5
0.2824372640,0.00,0.30,0.92,C,5
0.2837887590,0.00,0.30,0.93,C,5
0.2851877488,0.00,0.30,0.94,C,5
0.2865709054,0.00,0.30,0.95,C,5
0.2879657288,0.00,0.30,0.96,C,5
0.2893572177,0.00,0.30,0.97,C,5
0.2907162085,0.00,0.30,0.98,C,5
0.2920243814,0.00,0.30,1.00,C,5
0.2933842076,0.00,0.30,1.01,C,5
0.2946515455,0.00,0.30,1.02,C,5
0.2958747274,0.00,0.30,1.03,C,5
0.2971304005,0.00,0.30,1.04,C,5
0.2983152514,0.00,0.30,1.05,C,5
0.2995434343,0.00,0.30,1.06,C,5
0.3007241231,0.00,0.30,1.07,C,5
0.3019164755,0.00,0.30,1.08,C,5
0.3030280015,0.00,0.30,1.09,C,5
0.3042336828,0.00,0.30,1.10,C,5
0.3052568857,0.00,0.30,1.11,C,5
0.3062767567,0.00,0.30,1.12,C,5
0.3073357903,0.00,0.30,1.13,C,5
0.3083139996,0.00,0.30,1.14,C,5
0.3093080415,0.00,0.30,1.15,C,5
0.3102720853,0.00,0.30,1.16,C,5
0.3112336313,0.00,0.30,1.17,C,5
0.3121768454,0.00,0.30,1.18,C,5
0.3131008947,0.00,0.30,1.19,C,5
0.3139932838,0.00,0.30,1.20,C,5
0.3141132668,0.00,0.30,1.20,C,133
0.0000000000,0.00,0.00,1.17,R,0
0.0000000000,0.00,0.00,1.09,R,1
0.0000000000,0.00,0.00,1.06,R,1
0.0000000000,0.00,0.00,1.03,R,1
0.0000000000,0.00,0.00,1.02,R,1
0.0000000000,0.00,0.00,1.00,R,129
0.0000019135,0.00,0.30,0.95,D,0
0.0000152471,0.00,0.30,0.93,D,5
0.0000335796,0.00,0.30,0.92,D,5
0.0000560777,0.00,0.30,0.91,D,5
0.0000819108,0.00,0.30,0.89,D,5
0.0001102414,0.00,0.30,0.88,D,5
0.0001402371,0.00,0.30,0.87,D,5
0.0001727329,0.00,0.30,0.85,D,5
0.0002068956,0.00,0.30,0.84,D,5
0.0002418907,0.00,0.30,0.83,D,5
0.0002777202,0.00,0.30,0.82,D,5
0.0003160483,0.00,0.30,0.80,D,5
0.0003560439,0.00,0.30,0.79,D,5
0.0003985386,0.00,0.30,0.78,D,5
0.0004418672,0.00,0.30,0.77,D,5
0.0004868605,0.00,0.30,0.76,D,5
0.0005335217,0.00,0.30,0.74,D,5
0.0005810152,0.00,0.30,0.73,D,5
0.0006301765,0.00,0.30,0.72,D,5
0.0006818365,0.00,0.30,0.71,D,5
0.0007359950,0.00,0.30,0.70,D,5
0.0007926544,0.00,0.30,0.69,D,5
0.0008526454,0.00,0.30,0.68,D,5
0.0009143049,0.00,0.30,0.66,D,5
0.0009776302,0.00,0.30,0.65,D,5
0.0010442885,0.00,0.30,0.64,D,5
0.0011117799,0.00,0.30,0.63,D,5
0.0011809374,0.00,0.30,0.62,D,5
0.0012559275,0.00,0.30,0.61,D,5
0.0013317521,0.00,0.30,0.60,D,5
0.0014100739,0.00,0.30,0.59,D,5
0.0014892309,0.00,0.30,0.58,D,5
0.0015725537,0.00,0.30,0.57,D,5
0.0016592092,0.00,0.30,0.55,D,5
0.0017475325,0.00,0.30,0.54,D,5
0.0018375206,0.00,0.30,0.53,D,5
0.0019291758,0.00,0.30,0.52,D,5
0.0020208294,0.00,0.30,0.51,D,5
0.0021158181,0.00,0.30,0.50,D,5
0.0022133058,0.00,0.30,0.49,D,5
0.0023116276,0.00,0.30,0.48,D,5
0.0024074470,0.00,0.30,0.47,D,5
0.0025057688,0.00,0.30,0.46,D,5
0.0026057574,0.00,0.30,0.45,D,5
0.0027049115,0.00,0.30,0.44,D,5
0.0028048980,0.00,0.30,0.42,D,5
0.0029048861,0.00,0.30,0.41,D,5
0.0030065418,0.00,0.30,0.40,D,5
0.0031065284,0.00,0.30,0.39,D,5
0.0032098494,0.00,0.30,0.38,D,5
0.0033115043,0.00,0.30,0.37,D,5
0.0034173244,0.00,0.30,0.36,D,5
0.0035231441,0.00,0.30,0.35,D,5
0.0036306306,0.00,0.30,0.34,D,5
0.0037347829,0.00,0.30,0.33,D,5
0.0038439370,0.00,0.30,0.32,D,5
0.0039547563,0.00,0.30,0.31,D,5
0.0040705762,0.00,0.30,0.30,D,5
0.0041863941,0.00,0.30,0.28,D,5
0.0043055453,0.00,0.30,0.27,D,5
0.0044338624,0.00,0.30,0.26,D,5
0.0045605133,0.00,0.30,0.25,D,5
0.0046979956,0.00,0.30,0.24,D,5
0.0048413118,0.00,0.30,0.23,D,5
0.0049946233,0.00,0.30,0.22,D,5
0.0051596024,0.00,0.30,0.21,D,5
0.0053479111,0.00,0.30,0.20,D,5
0.0055603835,0.00,0.30,0.19,D,5
0.0058186824,0.00,0.30,0.18,D,5
0.0061644728,0.00,0.30,0.17,D,5
0.0066794052,0.00,0.30,0.16,D,5
0.0076484516,0.00,0.30,0.15,D,5
0.0100148145,0.00,0.30,0.14,D,5
0.0179821467,0.00,0.30,0.13,D,5
0.0279808890,0.00,0.30,0.12,D,1
0.0379796273,0.00,0.30,0.12,D,1
0.0479783740,0.00,0.30,0.11,D,1
0.0579771105,0.00,0.30,0.11,D,1
0.0679758490,0.00,0.30,0.10,D,1
0.0779745796,0.00,0.30,0.10,D,1
0.0879733218,0.00,0.30,0.10,D,1
0.0979720689,0.00,0.30,0.09,D,1
0.1079708238,0.00,0.30,0.09,D,1
0.1179695661,0.00,0.30,0.08,D,1
0.1279683128,0.00,0.30,0.08,D,1
0.1379670592,0.00,0.30,0.07,D,1
0.1479658000,0.00,0.30,0.07,D,1
0.1579645428,0.00,0.30,0.07,D,1
0.1679632806,0.00,0.30,0.06,D,1
0.1779620175,0.00,0.30,0.06,D,1
0.1879607665,0.00,0.30,0.05,D,1
0.1979595089,0.00,0.30,0.05,D,1
0.2079582505,0.00,0.30,0.05,D,1
0.2179569879,0.00,0.30,0.04,D,1
0.2279557274,0.00,0.30,0.04,D,1
0.2379544710,0.00,0.30,0.03,D,1
0.2479532099,0.00,0.30,0.03,D,1
0.2579519504,0.00,0.30,0.02,D,1
0.2679506927,0.00,0.30,0.02,D,1
0.2779494345,0.00,0.30,0.01,D,1
0.2879481765,0.00,0.30,0.01,D,1
0.2979469121,0.00,0.30,0.01,D,1
0.3079456572,0.00,0.30,0.00,D,1
0.3129050340,0.00,0.30,0.00,D,133
0.0000000000,0.00,0.00,0.02,R,0
0.0000000000,0.00,0.00,0.04,R,1
0.0000000000,0.00,0.00,0.05,R,1
0.0000000000,0.00,0.00,0.05,R,1
0.0000000000,0.00,0.00,0.06,R,1
0.0000000000,0.00,0.00,0.06,R,129
0.0000019177,0.00,0.30,0.08,C,0
0.0000302485,0.00,0.30,0.09,C,5
0.0000919137,0.00,0.30,0.10,C,5
0.0002060648,0.00,0.30,0.11,C,5
0.0003993732,0.00,0.30,0.12,C,5
0.0007093351,0.00,0.30,0.13,C,5
0.0011542802,0.00,0.30,0.15,C,5
0.0017767049,0.00,0.30,0.16,C,5
0.0025915999,0.00,0.30,0.17,C,5
0.0036098021,0.00,0.30,0.18,C,5
0.0049054740,0.00,0.30,0.19,C,5
0.0064727756,0.00,0.30,0.20,C,5
0.0084508637,0.00,0.30,0.21,C,5
0.0107772405,0.00,0.30,0.22,C,5
0.0135118945,0.00,0.30,0.23,C,5
0.0168306421,0.00,0.30,0.24,C,5
0.0206260018,0.00,0.30,0.25,C,5
0.0248513127,0.00,0.30,0.26,C,5
0.0295907114,0.00,0.30,0.27,C,5
0.0348192224,0.00,0.30,0.28,C,5
0.0406151592,0.00,0.30,0.29,C,5
0.0468268769,0.00,0.30,0.30,C,5
0.0534402198,0.00,0.30,0.31,C,5
0.0606559738,0.00,0.30,0.32,C,5
0.0680900364,0.00,0.30,0.33,C,5
0.0757265799,0.00,0.30,0.34,C,5
0.0835931035,0.00,0.30,0.35,C,5
0.0912896395,0.00,0.30,0.36,C,5
0.0989686719,0.00,0.30,0.37,C,5
0.1064060589,0.00,0.30,0.38,C,5
0.1135618244,0.00,0.30,0.39,C,5
0.1205409458,0.00,0.30,0.40,C,5
0.1271959349,0.00,0.30,0.41,C,5
0.1335876378,0.00,0.30,0.42,C,5
0.1395218865,0.00,0.30,0.43,C,5
0.1454411439,0.00,0.30,0.44,C,5
0.1510520997,0.00,0.30,0.45,C,5
0.1566847225,0.00,0.30,0.46,C,5
0.1618340736,0.00,0.30,0.47,C,5
0.1669401005,0.00,0.30,0.48,C,5
0.1711679076,0.00,0.30,0.49,C,5
0.1753615382,0.00,0.30,0.50,C,5
0.1792810405,0.00,0.30,0.51,C,5
0.1829514142,0.00,0.30,0.52,C,5
0.1865842840,0.00,0.30,0.53,C,5
0.1900130192,0.00,0.30,0.54,C,5
0.1930959690,0.00,0.30,0.55,C,5
0.1963097339,0.00,0.30,0.56,C,5
0.1990760466,0.00,0.30,0.57,C,5
0.2019873388,0.00,0.30,0.58,C,5
0.2048594852,0.00,0.30,0.59,C,5
0.2074574882,0.00,0.30,0.60,C,5
0.2100271657,0.00,0.30,0.61,C,5
0.2125318470,0.00,0.30,0.62,C,5
0.2147815640,0.00,0.30,0.63,C,5
0.2171479355,0.00,0.30,0.64,C,5
0.2193309962,0.00,0.30,0.65,C,5
0.2215373864,0.00,0.30,0.66,C,5
0.2237437738,0.00,0.30,0.67,C,5
0.2257793508,0.00,0.30,0.68,C,5
0.2278274286,0.00,0.30,0.69,C,5
0.2298346753,0.00,0.30,0.70,C,5
0.2317902627,0.00,0.30,0.71,C,5
0.2336600262,0.00,0.30,0.72,C,5
0.2355006303,0.00,0.30,0.73,C,5
0.2373328989,0.00,0.30,0.74,C,5
0.2391776646,0.00,0.30,0.75,C,5
0.2409399431,0.00,0.30,0.76,C,5
0.2427180582,0.00,0.30,0.77,C,5
0.2444878351,0.00,0.30,0.78,C,5
0.2461909562,0.00,0.30,0.79,C,5
0.2479115745,0.00,0.30,0.80,C,5
0.2495230406,0.00,0.30,0.81,C,5
0.2511828375,0.00,0.30,0.82,C,5
0.2527701375,0.00,0.30,0.83,C,5
0.2543257805,0.00,0.30,0.84,C,5
0.2558539192,0.00,0.30,0.85,C,5
0.2574328862,0.00,0.30,0.86,C,5
0.2589351969,0.00,0.30,0.87,C,5
0.2604791740,0.00,0.30,0.88,C,5
0.2619164866,0.00,0.30,0.89,C,5
0.2633171422,0.00,0.30,0.91,C,5
0.2647302987,0.00,0.30,0.92,C,5
0.2661634510,0.00,0.30,0.93,C,5
0.2675216158,0.00,0.30,0.94,C,5
0.2689347709,0.00,0.30,0.95,C,5
0.2703129271,0.00,0.30,0.96,C,5
0.2716669226,0.00,0.30,0.97,C,5
0.2730267499,0.00,0.30,0.98,C,5
0.2743315879,0.00,0.30,0.99,C,5
0.2756522526,0.00,0.30,1.00,C,5
0.2770020797,0.00,0.30,1.01,C,5
0.2781777598,0.00,0.30,1.02,C,5
0.2794534336,0.00,0.30,1.03,C,5
0.2806891072,0.00,0.30,1.04,C,5
0.2818831198,0.00,0.30,1.05,C,5
0.2830221436,0.00,0.30,1.06,C,5
0.2841611674,0.00,0.30,1.07,C,5
0.2852918538,0.00,0.30,1.08,C,5
0.2863925506,0.00,0.30,1.09,C,5
0.2874690864,0.00,0.30,1.10,C,5
0.2885447847,0.00,0.30,1.11,C,5
0.2896004793,0.00,0.30,1.12,C,5
0.2906086878,0.00,0.30,1.13,C,5
0.2916218957,0.00,0.30,1.14,C,5
0.2925742763,0.00,0.30,1.15,C,5
0.2935224877,0.00,0.30,1.16,C,5
0.2944690329,0.00,0.30,1.17,C,5
0.2954189122,0.00,0.30,1.18,C,5
0.2963962910,0.00,0.30,1.19,C,5
0.2973120119,0.00,0.30,1.20,C,5
0.2973295090,0.00,0.30,1.20,C,133
0.0000000000,0.00,0.00,1.17,R,0
0.0000000000,0.00,0.00,1.09,R,1
0.0000000000,0.00,0.00,1.06,R,1
0.0000000000,0.00,0.00,1.03,R,1
0.0000000000,0.00,0.00,1.01,R,1
0.0000000000,0.00,0.00,1.00,R,129
0.0000019158,0.00,0.30,0.95,D,0
0.0000152485,0.00,0.30,0.93,D,5
0.0000327469,0.00,0.30,0.92,D,5
0.0000544127,0.00,0.30,0.90,D,5
0.0000794143,0.00,0.30,0.89,D,5
0.0001077438,0.00,0.30,0.88,D,5
0.0001377395,0.00,0.30,0.86,D,5
0.0001702360,0.00,0.30,0.85,D,5
0.0002035651,0.00,0.30,0.84,D,5
0.0002385615,0.00,0.30,0.83,D,5
0.0002752226,0.00,0.30,0.81,D,5
0.0003135524,0.00,0.30,0.80,D,5
0.0003535465,0.00,0.30,0.79,D,5
0.0003952083,0.00,0.30,0.78,D,5
0.0004385367,0.00,0.30,0.77,D,5
0.0004826976,0.00,0.30,0.75,D,5
0.0005285261,0.00,0.30,0.74,D,5
0.0005751852,0.00,0.30,0.73,D,5
0.0006243460,0.00,0.30,0.72,D,5
0.0006751731,0.00,0.30,0.71,D,5
0.0007293323,0.00,0.30,0.70,D,5
0.0007851578,0.00,0.30,0.69,D,5
0.0008434835,0.00,0.30,0.67,D,5
0.0009051436,0.00,0.30,0.66,D,5
0.0009684686,0.00,0.30,0.65,D,5
0.0010326272,0.00,0.30,0.64,D,5
0.0011001180,0.00,0.30,0.63,D,5
0.0011717765,0.00,0.30,0.62,D,5
0.0012475997,0.00,0.30,0.61,D,5
0.0013259225,0.00,0.30,0.60,D,5
0.0014059131,0.00,0.30,0.59,D,5
0.0014867361,0.00,0.30,0.57,D,5
0.0015733906,0.00,0.30,0.56,D,5
0.0016592151,0.00,0.30,0.55,D,5
0.0017475369,0.00,0.30,0.54,D,5
0.0018366925,0.00,0.30,0.53,D,5
0.0019300137,0.00,0.30,0.52,D,5
0.0020241680,0.00,0.30,0.51,D,5
