Today''s Date,3/6/2020,Date of Test:,2/28/2020,Filename:,C:\Maccor\System\University at Buffalo # 1\Active\MV22274-2a.034,Procedure,MV22274-2.000,,SCap,1,C Rate
Rec#,Cyc#,Step,TestTime,StepTime,mAmp-hr,Watt-hr,mAmps,Volts,State,ES,DPt Time
"1,761",0,3,66,0.396238889,1.19E-01,0,0.3,0.05,D,1,3/2/2020 12:22
"1,762",0,3,66,0.404572222,1.21E-01,0,0.3,0.05,D,1,3/2/2020 12:22
"1,763",0,3,66,0.412905556,1.24E-01,0,0.3,0.05,D,1,3/2/2020 12:23
"1,764",0,3,66,0.421238889,1.26E-01,0,0.3,0.05,D,1,3/2/2020 12:23
"1,765",0,3,66,0.429572222,1.29E-01,0,0.3,0.05,D,1,3/2/2020 12:24
"1,766",0,3,66,0.437905556,1.31E-01,0,0.3,0.05,D,1,3/2/2020 12:24
"1,767",0,3,66,0.446238889,1.34E-01,0,0.3,0.05,D,1,3/2/2020 12:25
"1,768",0,3,66,0.454572222,1.36E-01,0,0.3,0.05,D,1,3/2/2020 12:25
"1,769",0,3,67,0.462905556,1.39E-01,0,0.3,0.05,D,1,3/2/2020 12:26
"1,770",0,3,67,0.471238889,1.41E-01,0,0.3,0.05,D,1,3/2/2020 12:26
"1,771",0,3,67,0.479572222,1.44E-01,0,0.3,0.05,D,1,3/2/2020 12:27
"1,772",0,3,67,0.487905556,1.46E-01,0,0.3,0.05,D,1,3/2/2020 12:27
"1,773",0,3,67,0.496238889,1.49E-01,0,0.3,0.05,D,1,3/2/2020 12:28
"1,774",0,3,67,0.504572222,1.51E-01,0,0.3,0.05,D,1,3/2/2020 12:28
"1,775",0,3,67,0.512905556,1.54E-01,0,0.3,0.05,D,1,3/2/2020 12:29
"1,776",0,3,67,0.521238889,1.56E-01,0,0.3,0.05,D,1,3/2/2020 12:29
"1,777",0,3,67,0.529572222,1.59E-01,0,0.3,0.05,D,1,3/2/2020 12:30
"1,778",0,3,67,0.537905556,1.61E-01,0,0.3,0.05,D,1,3/2/2020 12:30
"1,779",0,3,67,0.546238889,1.64E-01,0,0.3,0.05,D,1,3/2/2020 12:31
"1,780",0,3,67,0.554572222,1.66E-01,0,0.3,0.05,D,1,3/2/2020 12:31
"1,781",0,3,67,0.562905556,1.69E-01,0,0.3,0.05,D,1,3/2/2020 12:32
"1,782",0,3,67,0.571238889,1.71E-01,0,0.3,0.05,D,1,3/2/2020 12:32
"1,783",0,3,67,0.579572222,1.74E-01,0,0.3,0.05,D,1,3/2/2020 12:33
"1,784",0,3,67,0.587905556,1.76E-01,0,0.3,0.05,D,1,3/2/2020 12:33
"1,785",0,3,67,0.596238889,1.79E-01,0,0.3,0.05,D,1,3/2/2020 12:34
"1,786",0,3,67,0.604572222,1.81E-01,0,0.3,0.05,D,1,3/2/2020 12:34
"1,787",0,3,67,0.612905556,1.84E-01,0,0.3,0.05,D,1,3/2/2020 12:35
"1,788",0,3,67,0.621238889,1.86E-01,0,0.3,0.05,D,1,3/2/2020 12:35
"1,789",0,3,67,0.629572222,1.89E-01,0,0.3,0.05,D,1,3/2/2020 12:36
"1,790",0,3,67,0.637905556,1.91E-01,0,0.3,0.05,D,1,3/2/2020 12:36
"1,791",0,3,67,0.646238889,1.94E-01,0,0.3,0.05,D,1,3/2/2020 12:37
"1,792",0,3,67,0.654572222,1.96E-01,0,0.3,0.05,D,1,3/2/2020 12:37
"1,793",0,3,67,0.662905556,1.99E-01,0,0.3,0.05,D,1,3/2/2020 12:38
"1,794",0,3,67,0.671238889,2.01E-01,0,0.3,0.05,D,1,3/2/2020 12:38
"1,795",0,3,67,0.679572222,2.04E-01,0,0.3,0.05,D,1,3/2/2020 12:39
"1,796",0,3,67,0.687905556,2.06E-01,0,0.3,0.05,D,1,3/2/2020 12:39
"1,797",0,3,67,0.696238889,2.09E-01,0,0.3,0.05,D,1,3/2/2020 12:40
"1,798",0,3,67,0.704572222,2.11E-01,0,0.3,0.05,D,1,3/2/2020 12:40
"1,799",0,3,67,0.712905556,2.14E-01,0,0.3,0.05,D,1,3/2/2020 12:41
"1,800",0,3,67,0.721238889,2.16E-01,0,0.3,0.05,D,1,3/2/2020 12:41
"1,801",0,3,67,0.729572222,2.19E-01,0,0.3,0.05,D,1,3/2/2020 12:42
"1,802",0,3,67,0.737905556,2.21E-01,0,0.3,0.05,D,1,3/2/2020 12:42
"1,803",0,3,67,0.746238889,2.24E-01,0,0.3,0.05,D,1,3/2/2020 12:43
"1,804",0,3,67,0.754572222,2.26E-01,0,0.3,0.05,D,1,3/2/2020 12:43
"1,805",0,3,67,0.762905556,2.29E-01,0,0.3,0.05,D,1,3/2/2020 12:44
"1,806",0,3,67,0.771238889,2.31E-01,0,0.3,0.05,D,1,3/2/2020 12:44
"1,807",0,3,67,0.779572222,2.34E-01,0,0.3,0.05,D,1,3/2/2020 12:45
"1,808",0,3,67,0.787905556,2.36E-01,0,0.3,0.05,D,1,3/2/2020 12:45
"1,809",0,3,67,0.796238889,2.39E-01,0,0.3,0.05,D,1,3/2/2020 12:46
"1,810",0,3,67,0.804572222,2.41E-01,0,0.3,0.05,D,1,3/2/2020 12:46
"1,811",0,3,67,0.812905556,2.44E-01,0,0.3,0.05,D,1,3/2/2020 12:47
"1,812",0,3,67,0.821238889,2.46E-01,0,0.3,0.05,D,1,3/2/2020 12:47
"1,813",0,3,67,0.829572222,2.49E-01,0,0.3,0.05,D,1,3/2/2020 12:48
"1,814",0,3,67,0.837905556,2.51E-01,0,0.3,0.05,D,1,3/2/2020 12:48
"1,815",0,3,67,0.846238889,2.54E-01,0,0.3,0.05,D,1,3/2/2020 12:49
"1,816",0,3,67,0.854572222,2.56E-01,0,0.3,0.05,D,1,3/2/2020 12:49
"1,817",0,3,67,0.862905556,2.59E-01,0,0.3,0.05,D,1,3/2/2020 12:50
"1,818",0,3,67,0.871238889,2.61E-01,0,0.3,0.05,D,1,3/2/2020 12:50
"1,819",0,3,67,0.879572222,2.64E-01,0,0.3,0.05,D,1,3/2/2020 12:51
"1,820",0,3,67,0.887905556,2.66E-01,0,0.3,0.05,D,1,3/2/2020 12:51
"1,821",0,3,67,0.896238889,2.69E-01,0,0.3,0.05,D,1,3/2/2020 12:52
"1,822",0,3,67,0.904572222,2.71E-01,0,0.3,0.05,D,1,3/2/2020 12:52
"1,823",0,3,67,0.912905556,2.74E-01,0,0.3,0.05,D,1,3/2/2020 12:53
"1,824",0,3,67,0.921238889,2.76E-01,0,0.3,0.05,D,1,3/2/2020 12:53
"1,825",0,3,67,0.929572222,2.79E-01,0,0.3,0.05,D,1,3/2/2020 12:54
"1,826",0,3,67,0.937905556,2.81E-01,0,0.3,0.05,D,1,3/2/2020 12:54
"1,827",0,3,67,0.946238889,2.84E-01,0,0.3,0.05,D,1,3/2/2020 12:55
"1,828",0,3,67,0.954572222,2.86E-01,0,0.3,0.05,D,1,3/2/2020 12:55
"1,829",0,3,67,0.962905556,2.89E-01,0,0.3,0.05,D,1,3/2/2020 12:56
"1,830",0,3,67,0.971238889,2.91E-01,0,0.3,0.05,D,1,3/2/2020 12:56
"1,831",0,3,67,0.979572222,2.94E-01,0,0.3,0.05,D,1,3/2/2020 12:57
"1,832",0,3,67,0.987905556,2.96E-01,0,0.3,0.05,D,1,3/2/2020 12:57
"1,833",0,3,67,0.996238889,2.99E-01,0,0.3,0.05,D,1,3/2/2020 12:58
"1,834",0,3,67,1.004572222,3.01E-01,0,0.3,0.05,D,1,3/2/2020 12:58
"1,835",0,3,67,1.012905556,3.04E-01,0,0.3,0.05,D,1,3/2/2020 12:59
"1,836",0,3,67,1.021238889,3.06E-01,0,0.3,0.05,D,1,3/2/2020 12:59
"1,837",0,3,67,1.029572222,3.09E-01,0,0.3,0.05,D,1,3/2/2020 13:00
"1,838",0,3,67,1.037905556,3.11E-01,0,0.3,0.05,D,1,3/2/2020 13:00
"1,839",0,3,67,1.046238889,3.14E-01,0,0.3,0.05,D,1,3/2/2020 13:01
"1,840",0,3,67,1.054572222,3.16E-01,0,0.3,0.05,D,1,3/2/2020 13:01
"1,841",0,3,67,1.062905556,3.19E-01,0,0.3,0.05,D,1,3/2/2020 13:02
"1,842",0,3,67,1.071238889,3.21E-01,0,0.3,0.05,D,1,3/2/2020 13:02
"1,843",0,3,67,1.079572222,3.24E-01,0,0.3,0.05,D,1,3/2/2020 13:03
"1,844",0,3,67,1.087905556,3.26E-01,0,0.3,0.04,D,1,3/2/2020 13:03
"1,845",0,3,67,1.096238889,3.29E-01,0,0.3,0.04,D,1,3/2/2020 13:04
"1,846",0,3,67,1.104572222,3.31E-01,0,0.3,0.04,D,1,3/2/2020 13:04
"1,847",0,3,67,1.108333333,3.32E-01,0,0.3,0.04,D,129,3/2/2020 13:05
"1,848",0,4,67,0.000002778,0.00E+00,0,0,0.07,R,0,3/2/2020 13:05
"1,849",0,4,67,0.000861111,0.00E+00,0,0,0.08,R,5,3/2/2020 13:05
"1,850",0,4,67,0.005405556,0.00E+00,0,0,0.09,R,5,3/2/2020 13:05
"1,851",0,4,67,0.016927778,0.00E+00,0,0,0.1,R,5,3/2/2020 13:06
"1,852",0,4,67,0.043444444,0.00E+00,0,0,0.11,R,5,3/2/2020 13:07
"1,853",0,4,67,0.102525,0.00E+00,0,0,0.12,R,5,3/2/2020 13:11
"1,854",0,4,67,0.185858333,0.00E+00,0,0,0.13,R,1,3/2/2020 13:16
"1,855",0,4,67,0.269191667,0.00E+00,0,0,0.14,R,1,3/2/2020 13:21
"1,856",0,4,68,0.352525,0.00E+00,0,0,0.14,R,1,3/2/2020 13:26
"1,857",0,4,68,0.435858333,0.00E+00,0,0,0.14,R,1,3/2/2020 13:31
"1,858",0,4,68,0.519191667,0.00E+00,0,0,0.15,R,1,3/2/2020 13:36
"1,859",0,4,68,0.602525,0.00E+00,0,0,0.15,R,1,3/2/2020 13:41
"1,860",0,4,68,0.685858333,0.00E+00,0,0,0.15,R,1,3/2/2020 13:46
"1,861",0,4,68,0.769191667,0.00E+00,0,0,0.15,R,1,3/2/2020 13:51
"1,862",0,4,68,0.852525,0.00E+00,0,0,0.15,R,1,3/2/2020 13:56
"1,863",0,4,68,0.935858333,0.00E+00,0,0,0.16,R,1,3/2/2020 14:01
"1,864",0,4,68,1.019191667,0.00E+00,0,0,0.16,R,1,3/2/2020 14:06
"1,865",0,4,68,1.102525,0.00E+00,0,0,0.16,R,1,3/2/2020 14:11
"1,866",0,4,68,1.185858333,0.00E+00,0,0,0.16,R,1,3/2/2020 14:16
"1,867",0,4,68,1.269191667,0.00E+00,0,0,0.16,R,1,3/2/2020 14:21
"1,868",0,4,69,1.352525,0.00E+00,0,0,0.16,R,1,3/2/2020 14:26
"1,869",0,4,69,1.435858333,0.00E+00,0,0,0.16,R,1,3/2/2020 14:31
"1,870",0,4,69,1.519191667,0.00E+00,0,0,0.16,R,1,3/2/2020 14:36
"1,871",0,4,69,1.602525,0.00E+00,0,0,0.17,R,1,3/2/2020 14:41
"1,872",0,4,69,1.685858333,0.00E+00,0,0,0.17,R,1,3/2/2020 14:46
"1,873",0,4,69,1.769191667,0.00E+00,0,0,0.17,R,1,3/2/2020 14:51
"1,874",0,4,69,1.852525,0.00E+00,0,0,0.17,R,1,3/2/2020 14:56
"1,875",0,4,69,1.935858333,0.00E+00,0,0,0.17,R,1,3/2/2020 15:01
"1,876",0,4,69,2.019191667,0.00E+00,0,0,0.17,R,1,3/2/2020 15:06
"1,877",0,4,69,2.102525,0.00E+00,0,0,0.17,R,1,3/2/2020 15:11
"1,878",0,4,69,2.185858333,0.00E+00,0,0,0.17,R,1,3/2/2020 15:16
"1,879",0,4,69,2.269191667,0.00E+00,0,0,0.17,R,1,3/2/2020 15:21
"1,880",0,4,70,2.352525,0.00E+00,0,0,0.17,R,1,3/2/2020 15:26
"1,881",0,4,70,2.435858333,0.00E+00,0,0,0.17,R,1,3/2/2020 15:31
"1,882",0,4,70,2.519191667,0.00E+00,0,0,0.17,R,1,3/2/2020 15:36
"1,883",0,4,70,2.602525,0.00E+00,0,0,0.17,R,1,3/2/2020 15:41
"1,884",0,4,70,2.685858333,0.00E+00,0,0,0.18,R,1,3/2/2020 15:46
"1,885",0,4,70,2.769191667,0.00E+00,0,0,0.18,R,1,3/2/2020 15:51
"1,886",0,4,70,2.852525,0.00E+00,0,0,0.18,R,1,3/2/2020 15:56
"1,887",0,4,70,2.935858333,0.00E+00,0,0,0.18,R,1,3/2/2020 16:01
"1,888",0,4,70,3.019191667,0.00E+00,0,0,0.18,R,1,3/2/2020 16:06
"1,889",0,4,70,3.102525,0.00E+00,0,0,0.18,R,1,3/2/2020 16:11
"1,890",0,4,70,3.185858333,0.00E+00,0,0,0.18,R,1,3/2/2020 16:16
"1,891",0,4,70,3.269191667,0.00E+00,0,0,0.18,R,1,3/2/2020 16:21
"1,892",0,4,71,3.352525,0.00E+00,0,0,0.18,R,1,3/2/2020 16:26
"1,893",0,4,71,3.435858333,0.00E+00,0,0,0.18,R,1,3/2/2020 16:31
"1,894",0,4,71,3.519191667,0.00E+00,0,0,0.18,R,1,3/2/2020 16:36
"1,895",0,4,71,3.602525,0.00E+00,0,0,0.18,R,1,3/2/2020 16:41
"1,896",0,4,71,3.685858333,0.00E+00,0,0,0.18,R,1,3/2/2020 16:46
"1,897",0,4,71,3.769191667,0.00E+00,0,0,0.18,R,1,3/2/2020 16:51
"1,898",0,4,71,3.852525,0.00E+00,0,0,0.18,R,1,3/2/2020 16:56
"1,899",0,4,71,3.935858333,0.00E+00,0,0,0.18,R,1,3/2/2020 17:01
"1,900",0,4,71,4.019191667,0.00E+00,0,0,0.18,R,1,3/2/2020 17:06
"1,901",0,4,71,4.102525,0.00E+00,0,0,0.18,R,1,3/2/2020 17:11
"1,902",0,4,71,4.185858333,0.00E+00,0,0,0.18,R,1,3/2/2020 17:16
"1,903",0,4,71,4.269191667,0.00E+00,0,0,0.18,R,1,3/2/2020 17:21
"1,904",0,4,72,4.352525,0.00E+00,0,0,0.18,R,1,3/2/2020 17:26
"1,905",0,4,72,4.435858333,0.00E+00,0,0,0.19,R,1,3/2/2020 17:31
"1,906",0,4,72,4.519191667,0.00E+00,0,0,0.19,R,1,3/2/2020 17:36
"1,907",0,4,72,4.602525,0.00E+00,0,0,0.19,R,1,3/2/2020 17:41
"1,908",0,4,72,4.685858333,0.00E+00,0,0,0.19,R,1,3/2/2020 17:46
"1,909",0,4,72,4.769191667,0.00E+00,0,0,0.19,R,1,3/2/2020 17:51
"1,910",0,4,72,4.852525,0.00E+00,0,0,0.19,R,1,3/2/2020 17:56
"1,911",0,4,72,4.935858333,0.00E+00,0,0,0.19,R,1,3/2/2020 18:01
"1,912",0,4,72,5.019191667,0.00E+00,0,0,0.19,R,1,3/2/2020 18:06
"1,913",0,4,72,5.102525,0.00E+00,0,0,0.19,R,1,3/2/2020 18:11
"1,914",0,4,72,5.185858333,0.00E+00,0,0,0.19,R,1,3/2/2020 18:16
"1,915",0,4,72,5.269191667,0.00E+00,0,0,0.19,R,1,3/2/2020 18:21
"1,916",0,4,73,5.352525,0.00E+00,0,0,0.19,R,1,3/2/2020 18:26
"1,917",0,4,73,5.435858333,0.00E+00,0,0,0.19,R,1,3/2/2020 18:31
"1,918",0,4,73,5.519191667,0.00E+00,0,0,0.19,R,1,3/2/2020 18:36
"1,919",0,4,73,5.602525,0.00E+00,0,0,0.19,R,1,3/2/2020 18:41
"1,920",0,4,73,5.685858333,0.00E+00,0,0,0.19,R,1,3/2/2020 18:46
"1,921",0,4,73,5.769191667,0.00E+00,0,0,0.19,R,1,3/2/2020 18:51
"1,922",0,4,73,5.852525,0.00E+00,0,0,0.19,R,1,3/2/2020 18:56
"1,923",0,4,73,5.935858333,0.00E+00,0,0,0.19,R,1,3/2/2020 19:01
"1,924",0,4,73,6.019191667,0.00E+00,0,0,0.19,R,1,3/2/2020 19:06
"1,925",0,4,73,6.102525,0.00E+00,0,0,0.19,R,1,3/2/2020 19:11
"1,926",0,4,73,6.185858333,0.00E+00,0,0,0.19,R,1,3/2/2020 19:16
"1,927",0,4,73,6.269191667,0.00E+00,0,0,0.19,R,1,3/2/2020 19:21
"1,928",0,4,74,6.352525,0.00E+00,0,0,0.19,R,1,3/2/2020 19:26
"1,929",0,4,74,6.435858333,0.00E+00,0,0,0.19,R,1,3/2/2020 19:31
"1,930",0,4,74,6.519191667,0.00E+00,0,0,0.19,R,1,3/2/2020 19:36
"1,931",0,4,74,6.602525,0.00E+00,0,0,0.19,R,1,3/2/2020 19:41
"1,932",0,4,74,6.685858333,0.00E+00,0,0,0.19,R,1,3/2/2020 19:46
"1,933",0,4,74,6.769191667,0.00E+00,0,0,0.19,R,1,3/2/2020 19:51
"1,934",0,4,74,6.852525,0.00E+00,0,0,0.19,R,1,3/2/2020 19:56
"1,935",0,4,74,6.935858333,0.00E+00,0,0,0.19,R,1,3/2/2020 20:01
"1,936",0,4,74,7.019191667,0.00E+00,0,0,0.19,R,1,3/2/2020 20:06
"1,937",0,4,74,7.102525,0.00E+00,0,0,0.2,R,1,3/2/2020 20:11
"1,938",0,4,74,7.185858333,0.00E+00,0,0,0.2,R,1,3/2/2020 20:16
"1,939",0,4,74,7.269191667,0.00E+00,0,0,0.2,R,1,3/2/2020 20:21
"1,940",0,4,75,7.352525,0.00E+00,0,0,0.2,R,1,3/2/2020 20:26
"1,941",0,4,75,7.435858333,0.00E+00,0,0,0.2,R,1,3/2/2020 20:31
"1,942",0,4,75,7.519191667,0.00E+00,0,0,0.2,R,1,3/2/2020 20:36
"1,943",0,4,75,7.602525,0.00E+00,0,0,0.2,R,1,3/2/2020 20:41
"1,944",0,4,75,7.685858333,0.00E+00,0,0,0.2,R,1,3/2/2020 20:46
"1,945",0,4,75,7.769191667,0.00E+00,0,0,0.2,R,1,3/2/2020 20:51
"1,946",0,4,75,7.852525,0.00E+00,0,0,0.2,R,1,3/2/2020 20:56
"1,947",0,4,75,7.935858333,0.00E+00,0,0,0.2,R,1,3/2/2020 21:01
"1,948",0,4,75,8.019191667,0.00E+00,0,0,0.2,R,1,3/2/2020 21:06
"1,949",0,4,75,8.102525,0.00E+00,0,0,0.2,R,1,3/2/2020 21:11
"1,950",0,4,75,8.185858333,0.00E+00,0,0,0.2,R,1,3/2/2020 21:16
"1,951",0,4,75,8.269191667,0.00E+00,0,0,0.2,R,1,3/2/2020 21:21
"1,952",0,4,76,8.352525,0.00E+00,0,0,0.2,R,1,3/2/2020 21:26
"1,953",0,4,76,8.435858333,0.00E+00,0,0,0.2,R,1,3/2/2020 21:31
"1,954",0,4,76,8.519191667,0.00E+00,0,0,0.2,R,1,3/2/2020 21:36
"1,955",0,4,76,8.602525,0.00E+00,0,0,0.2,R,1,3/2/2020 21:41
"1,956",0,4,76,8.685858333,0.00E+00,0,0,0.2,R,1,3/2/2020 21:46
"1,957",0,4,76,8.769191667,0.00E+00,0,0,0.2,R,1,3/2/2020 21:51
"1,958",0,4,76,8.852525,0.00E+00,0,0,0.2,R,1,3/2/2020 21:56
"1,959",0,4,76,8.935858333,0.00E+00,0,0,0.2,R,1,3/2/2020 22:01
"1,960",0,4,76,9.019191667,0.00E+00,0,0,0.2,R,1,3/2/2020 22:06
"1,961",0,4,76,9.102525,0.00E+00,0,0,0.2,R,1,3/2/2020 22:11
"1,962",0,4,76,9.185858333,0.00E+00,0,0,0.2,R,1,3/2/2020 22:16
"1,963",0,4,76,9.269191667,0.00E+00,0,0,0.2,R,1,3/2/2020 22:21
"1,964",0,4,77,9.352525,0.00E+00,0,0,0.2,R,1,3/2/2020 22:26
"1,965",0,4,77,9.435858333,0.00E+00,0,0,0.2,R,1,3/2/2020 22:31
"1,966",0,4,77,9.519191667,0.00E+00,0,0,0.2,R,1,3/2/2020 22:36
"1,967",0,4,77,9.602525,0.00E+00,0,0,0.2,R,1,3/2/2020 22:41
"1,968",0,4,77,9.685858333,0.00E+00,0,0,0.2,R,1,3/2/2020 22:46
"1,969",0,4,77,9.769191667,0.00E+00,0,0,0.2,R,1,3/2/2020 22:51
"1,970",0,4,77,9.852525,0.00E+00,0,0,0.2,R,1,3/2/2020 22:56
"1,971",0,4,77,9.935858333,0.00E+00,0,0,0.2,R,1,3/2/2020 23:01
"1,972",0,4,77,10.01919167,0.00E+00,0,0,0.2,R,1,3/2/2020 23:06
"1,973",0,4,77,10.102525,0.00E+00,0,0,0.2,R,1,3/2/2020 23:11
"1,974",0,4,77,10.18585833,0.00E+00,0,0,0.2,R,1,3/2/2020 23:16
"1,975",0,4,77,10.26919167,0.00E+00,0,0,0.2,R,1,3/2/2020 23:21
"1,976",0,4,78,10.352525,0.00E+00,0,0,0.2,R,1,3/2/2020 23:26
"1,977",0,4,78,10.43585833,0.00E+00,0,0,0.2,R,1,3/2/2020 23:31
"1,978",0,4,78,10.51919167,0.00E+00,0,0,0.2,R,1,3/2/2020 23:36
"1,979",0,4,78,10.602525,0.00E+00,0,0,0.2,R,1,3/2/2020 23:41
"1,980",0,4,78,10.68585833,0.00E+00,0,0,0.2,R,1,3/2/2020 23:46
"1,981",0,4,78,10.76919167,0.00E+00,0,0,0.2,R,1,3/2/2020 23:51
"1,982",0,4,78,10.852525,0.00E+00,0,0,0.2,R,1,3/2/2020 23:56
"1,983",0,4,78,10.93585833,0.00E+00,0,0,0.2,R,1,3/3/2020 0:01
"1,984",0,4,78,11.01919167,0.00E+00,0,0,0.2,R,1,3/3/2020 0:06
"1,985",0,4,78,11.102525,0.00E+00,0,0,0.2,R,1,3/3/2020 0:11
"1,986",0,4,78,11.18585833,0.00E+00,0,0,0.2,R,1,3/3/2020 0:16
"1,987",0,4,78,11.26919167,0.00E+00,0,0,0.2,R,1,3/3/2020 0:21
"1,988",0,4,79,11.352525,0.00E+00,0,0,0.21,R,1,3/3/2020 0:26
"1,989",0,4,79,11.43585833,0.00E+00,0,0,0.21,R,1,3/3/2020 0:31
"1,990",0,4,79,11.51919167,0.00E+00,0,0,0.21,R,1,3/3/2020 0:36
"1,991",0,4,79,11.602525,0.00E+00,0,0,0.21,R,1,3/3/2020 0:41
"1,992",0,4,79,11.68585833,0.00E+00,0,0,0.21,R,1,3/3/2020 0:46
"1,993",0,4,79,11.76919167,0.00E+00,0,0,0.21,R,1,3/3/2020 0:51
"1,994",0,4,79,11.852525,0.00E+00,0,0,0.21,R,1,3/3/2020 0:56
"1,995",0,4,79,11.93585833,0.00E+00,0,0,0.21,R,1,3/3/2020 1:01
"1,996",0,4,79,12,0.00E+00,0,0,0.21,R,129,3/3/2020 1:05
"1,997",0,3,79,0.000008333,9.87E-07,0,0.3,0.17,D,0,3/3/2020 1:05
"1,998",0,3,79,0.00065,1.93E-04,0,0.3,0.16,D,5,3/3/2020 1:05
"1,999",0,3,79,0.002761111,8.27E-04,0,0.3,0.15,D,5,3/3/2020 1:05
"2,000",0,3,79,0.005555556,1.66E-03,0,0.3,0.14,D,5,3/3/2020 1:05
"2,001",0,3,79,0.008788889,2.63E-03,0,0.3,0.13,D,5,3/3/2020 1:05
"2,002",0,3,79,0.012347222,3.70E-03,0,0.3,0.12,D,5,3/3/2020 1:05
"2,003",0,3,79,0.016422222,4.92E-03,0,0.3,0.11,D,5,3/3/2020 1:06
"2,004",0,3,79,0.021297222,6.39E-03,0,0.3,0.1,D,5,3/3/2020 1:06
"2,005",0,3,79,0.027072222,8.12E-03,0,0.3,0.09,D,5,3/3/2020 1:06
"2,006",0,3,79,0.034411111,1.03E-02,0,0.3,0.08,D,5,3/3/2020 1:07
"2,007",0,3,79,0.042744444,1.28E-02,0,0.3,0.07,D,1,3/3/2020 1:07
"2,008",0,3,79,0.051077778,1.53E-02,0,0.3,0.06,D,1,3/3/2020 1:08
"2,009",0,3,79,0.059411111,1.78E-02,0,0.3,0.06,D,1,3/3/2020 1:08
"2,010",0,3,79,0.067744444,2.03E-02,0,0.3,0.05,D,1,3/3/2020 1:09
"2,011",0,3,79,0.076077778,2.28E-02,0,0.3,0.05,D,1,3/3/2020 1:09
"2,012",0,3,79,0.084411111,2.53E-02,0,0.3,0.05,D,1,3/3/2020 1:10
"2,013",0,3,79,0.092744444,2.78E-02,0,0.3,0.05,D,1,3/3/2020 1:10
"2,014",0,3,79,0.101077778,3.03E-02,0,0.3,0.05,D,1,3/3/2020 1:11
"2,015",0,3,79,0.109411111,3.28E-02,0,0.3,0.05,D,1,3/3/2020 1:11
"2,016",0,3,79,0.117744444,3.53E-02,0,0.3,0.05,D,1,3/3/2020 1:12
"2,017",0,3,79,0.126077778,3.78E-02,0,0.3,0.04,D,1,3/3/2020 1:12
"2,018",0,3,79,0.134411111,4.03E-02,0,0.3,0.04,D,1,3/3/2020 1:13
"2,019",0,3,79,0.142744444,4.28E-02,0,0.3,0.04,D,1,3/3/2020 1:13
"2,020",0,3,79,0.151077778,4.53E-02,0,0.3,0.04,D,1,3/3/2020 1:14
"2,021",0,3,79,0.159411111,4.78E-02,0,0.3,0.04,D,1,3/3/2020 1:14
"2,022",0,3,79,0.167744444,5.03E-02,0,0.3,0.04,D,1,3/3/2020 1:15
"2,023",0,3,79,0.176077778,5.28E-02,0,0.3,0.04,D,1,3/3/2020 1:15
"2,024",0,3,79,0.184411111,5.53E-02,0,0.3,0.04,D,1,3/3/2020 1:16
"2,025",0,3,79,0.192744444,5.78E-02,0,0.3,0.04,D,1,3/3/2020 1:16
"2,026",0,3,79,0.201077778,6.03E-02,0,0.3,0.04,D,1,3/3/2020 1:17
"2,027",0,3,79,0.209411111,6.28E-02,0,0.3,0.04,D,1,3/3/2020 1:17
"2,028",0,3,79,0.217744444,6.53E-02,0,0.3,0.04,D,1,3/3/2020 1:18
"2,029",0,3,79,0.226077778,6.78E-02,0,0.3,0.04,D,1,3/3/2020 1:18
"2,030",0,3,79,0.234411111,7.03E-02,0,0.3,0.04,D,1,3/3/2020 1:19
"2,031",0,3,79,0.242744444,7.28E-02,0,0.3,0.04,D,1,3/3/2020 1:19
"2,032",0,3,79,0.251077778,7.53E-02,0,0.3,0.04,D,1,3/3/2020 1:20
"2,033",0,3,79,0.259411111,7.78E-02,0,0.3,0.04,D,1,3/3/2020 1:20
"2,034",0,3,79,0.267744444,8.03E-02,0,0.3,0.04,D,1,3/3/2020 1:21
"2,035",0,3,79,0.276077778,8.28E-02,0,0.3,0.04,D,1,3/3/2020 1:21
"2,036",0,3,79,0.284411111,8.53E-02,0,0.3,0.04,D,1,3/3/2020 1:22
"2,037",0,3,79,0.292744444,8.78E-02,0,0.3,0.04,D,1,3/3/2020 1:22
"2,038",0,3,79,0.301077778,9.03E-02,0,0.3,0.04,D,1,3/3/2020 1:23
"2,039",0,3,79,0.309411111,9.28E-02,0,0.3,0.04,D,1,3/3/2020 1:23
"2,040",0,3,79,0.317744444,9.53E-02,0,0.3,0.04,D,1,3/3/2020 1:24
"2,041",0,3,79,0.326077778,9.78E-02,0,0.3,0.04,D,1,3/3/2020 1:24
"2,042",0,3,79,0.334411111,1.00E-01,0,0.3,0.03,D,1,3/3/2020 1:25
"2,043",0,3,79,0.342744444,1.03E-01,0,0.3,0.03,D,1,3/3/2020 1:25
"2,044",0,3,80,0.351077778,1.05E-01,0,0.3,0.03,D,1,3/3/2020 1:26
"2,045",0,3,80,0.359411111,1.08E-01,0,0.3,0.03,D,1,3/3/2020 1:26
"2,046",0,3,80,0.367744444,1.10E-01,0,0.3,0.03,D,1,3/3/2020 1:27
"2,047",0,3,80,0.376077778,1.13E-01,0,0.3,0.03,D,1,3/3/2020 1:27
"2,048",0,3,80,0.384411111,1.15E-01,0,0.3,0.03,D,1,3/3/2020 1:28
"2,049",0,3,80,0.392744444,1.18E-01,0,0.3,0.03,D,1,3/3/2020 1:28
