Today''s Date,3/6/2020,Date of Test:,2/28/2020,Filename:,C:\Maccor\System\University at Buffalo # 1\Active\MV22274-2a.034,Procedure,MV22274-2.000,,SCap,1,C Rate
Rec#,Cyc#,Step,TestTime,StepTime,mAmp-hr,Watt-hr,mAmps,Volts,State,ES,DPt Time
1,0,1,0,0,0.00E+00,0,0,2.94,R,0,2/28/2020 17:55
2,0,1,0,0.016666667,0.00E+00,0,0,2.93,R,1,2/28/2020 17:56
3,0,1,0,0.033333333,0.00E+00,0,0,2.93,R,1,2/28/2020 17:57
4,0,1,0,0.05,0.00E+00,0,0,2.93,R,1,2/28/2020 17:58
5,0,1,0,0.066666667,0.00E+00,0,0,2.94,R,1,2/28/2020 17:59
6,0,1,0,0.083333333,0.00E+00,0,0,2.94,R,1,2/28/2020 18:00
7,0,1,0,0.1,0.00E+00,0,0,2.94,R,1,2/28/2020 18:01
8,0,1,0,0.116666667,0.00E+00,0,0,2.94,R,1,2/28/2020 18:02
9,0,1,0,0.133333333,0.00E+00,0,0,2.94,R,1,2/28/2020 18:03
10,0,1,0,0.15,0.00E+00,0,0,2.94,R,1,2/28/2020 18:04
11,0,1,0,0.166666667,0.00E+00,0,0,2.94,R,1,2/28/2020 18:05
12,0,1,0,0.183333333,0.00E+00,0,0,2.94,R,1,2/28/2020 18:06
13,0,1,0,0.2,0.00E+00,0,0,2.94,R,1,2/28/2020 18:07
14,0,1,0,0.216666667,0.00E+00,0,0,2.94,R,1,2/28/2020 18:08
15,0,1,0,0.233333333,0.00E+00,0,0,2.94,R,1,2/28/2020 18:09
16,0,1,0,0.25,0.00E+00,0,0,2.94,R,1,2/28/2020 18:10
17,0,1,0,0.266666667,0.00E+00,0,0,2.94,R,1,2/28/2020 18:11
18,0,1,0,0.283333333,0.00E+00,0,0,2.94,R,1,2/28/2020 18:12
19,0,1,0,0.3,0.00E+00,0,0,2.94,R,1,2/28/2020 18:13
20,0,1,0,0.316666667,0.00E+00,0,0,2.94,R,1,2/28/2020 18:14
21,0,1,0,0.333333333,0.00E+00,0,0,2.94,R,1,2/28/2020 18:15
22,0,1,0,0.35,0.00E+00,0,0,2.94,R,1,2/28/2020 18:16
23,0,1,0,0.366666667,0.00E+00,0,0,2.94,R,1,2/28/2020 18:17
24,0,1,0,0.383333333,0.00E+00,0,0,2.94,R,1,2/28/2020 18:18
25,0,1,0,0.4,0.00E+00,0,0,2.94,R,1,2/28/2020 18:19
26,0,1,0,0.416666667,0.00E+00,0,0,2.94,R,1,2/28/2020 18:20
27,0,1,0,0.433333333,0.00E+00,0,0,2.94,R,1,2/28/2020 18:21
28,0,1,0,0.45,0.00E+00,0,0,2.94,R,1,2/28/2020 18:22
29,0,1,0,0.466666667,0.00E+00,0,0,2.94,R,1,2/28/2020 18:23
30,0,1,0,0.483333333,0.00E+00,0,0,2.94,R,1,2/28/2020 18:24
31,0,1,1,0.5,0.00E+00,0,0,2.94,R,129,2/28/2020 18:25
32,0,3,1,0.000011111,1.80E-06,0,0.3,2.85,D,0,2/28/2020 18:25
33,0,3,1,0.000055556,1.51E-05,0,0.3,2.75,D,5,2/28/2020 18:25
34,0,3,1,0.000083333,2.35E-05,0,0.3,2.7,D,5,2/28/2020 18:25
35,0,3,1,0.000113889,3.26E-05,0,0.3,2.64,D,5,2/28/2020 18:25
36,0,3,1,0.000144444,4.18E-05,0,0.3,2.6,D,5,2/28/2020 18:25
37,0,3,1,0.000177778,5.18E-05,0,0.3,2.57,D,5,2/28/2020 18:25
38,0,3,1,0.000213889,6.26E-05,0,0.3,2.54,D,5,2/28/2020 18:25
39,0,3,1,0.000252778,7.43E-05,0,0.3,2.51,D,5,2/28/2020 18:25
40,0,3,1,0.000294444,8.68E-05,0,0.3,2.49,D,5,2/28/2020 18:25
41,0,3,1,0.000341667,1.01E-04,0,0.3,2.47,D,5,2/28/2020 18:25
42,0,3,1,0.000394444,1.17E-04,0,0.3,2.46,D,5,2/28/2020 18:25
43,0,3,1,0.000452778,1.34E-04,0,0.3,2.44,D,5,2/28/2020 18:25
44,0,3,1,0.000516667,1.53E-04,0,0.3,2.42,D,5,2/28/2020 18:25
45,0,3,1,0.000586111,1.74E-04,0,0.3,2.41,D,5,2/28/2020 18:25
46,0,3,1,0.000658333,1.96E-04,0,0.3,2.39,D,5,2/28/2020 18:25
47,0,3,1,0.000736111,2.19E-04,0,0.3,2.38,D,5,2/28/2020 18:25
48,0,3,1,0.000819444,2.44E-04,0,0.3,2.37,D,5,2/28/2020 18:25
49,0,3,1,0.000908333,2.71E-04,0,0.3,2.35,D,5,2/28/2020 18:25
50,0,3,1,0.001,2.98E-04,0,0.3,2.34,D,5,2/28/2020 18:25
51,0,3,1,0.001097222,3.28E-04,0,0.3,2.33,D,5,2/28/2020 18:26
52,0,3,1,0.001197222,3.58E-04,0,0.3,2.31,D,5,2/28/2020 18:26
53,0,3,1,0.0013,3.88E-04,0,0.3,2.3,D,5,2/28/2020 18:26
54,0,3,1,0.001411111,4.22E-04,0,0.3,2.29,D,5,2/28/2020 18:26
55,0,3,1,0.001525,4.56E-04,0,0.3,2.28,D,5,2/28/2020 18:26
56,0,3,1,0.001641667,4.91E-04,0,0.3,2.26,D,5,2/28/2020 18:26
57,0,3,1,0.001763889,5.28E-04,0,0.3,2.25,D,5,2/28/2020 18:26
58,0,3,1,0.001891667,5.66E-04,0,0.3,2.24,D,5,2/28/2020 18:26
59,0,3,1,0.002025,6.06E-04,0,0.3,2.23,D,5,2/28/2020 18:26
60,0,3,1,0.002161111,6.47E-04,0,0.3,2.21,D,5,2/28/2020 18:26
61,0,3,1,0.002302778,6.89E-04,0,0.3,2.2,D,5,2/28/2020 18:26
62,0,3,1,0.002444444,7.32E-04,0,0.3,2.19,D,5,2/28/2020 18:26
63,0,3,1,0.002591667,7.76E-04,0,0.3,2.18,D,5,2/28/2020 18:26
64,0,3,1,0.002741667,8.21E-04,0,0.3,2.17,D,5,2/28/2020 18:26
65,0,3,1,0.002897222,8.68E-04,0,0.3,2.16,D,5,2/28/2020 18:26
66,0,3,1,0.003061111,9.17E-04,0,0.3,2.14,D,5,2/28/2020 18:26
67,0,3,1,0.003227778,9.67E-04,0,0.3,2.13,D,5,2/28/2020 18:26
68,0,3,1,0.003394444,1.02E-03,0,0.3,2.12,D,5,2/28/2020 18:26
69,0,3,1,0.003561111,1.07E-03,0,0.3,2.11,D,5,2/28/2020 18:26
70,0,3,1,0.003738889,1.12E-03,0,0.3,2.1,D,5,2/28/2020 18:26
71,0,3,1,0.003913889,1.17E-03,0,0.3,2.09,D,5,2/28/2020 18:26
72,0,3,1,0.004091667,1.23E-03,0,0.3,2.07,D,5,2/28/2020 18:26
73,0,3,1,0.004269444,1.28E-03,0,0.3,2.06,D,5,2/28/2020 18:26
74,0,3,1,0.00445,1.33E-03,0,0.3,2.05,D,5,2/28/2020 18:26
75,0,3,1,0.004633333,1.39E-03,0,0.3,2.04,D,5,2/28/2020 18:26
76,0,3,1,0.004822222,1.44E-03,0,0.3,2.03,D,5,2/28/2020 18:26
77,0,3,1,0.005013889,1.50E-03,0,0.3,2.02,D,5,2/28/2020 18:26
78,0,3,1,0.005211111,1.56E-03,0,0.3,2.01,D,5,2/28/2020 18:26
79,0,3,1,0.005411111,1.62E-03,0,0.3,2,D,5,2/28/2020 18:26
80,0,3,1,0.005625,1.69E-03,0,0.3,1.98,D,5,2/28/2020 18:26
81,0,3,1,0.005841667,1.75E-03,0,0.3,1.97,D,5,2/28/2020 18:26
82,0,3,1,0.006075,1.82E-03,0,0.3,1.96,D,5,2/28/2020 18:26
83,0,3,1,0.006316667,1.89E-03,0,0.3,1.95,D,5,2/28/2020 18:26
84,0,3,1,0.006577778,1.97E-03,0,0.3,1.94,D,5,2/28/2020 18:26
85,0,3,1,0.006855556,2.05E-03,0,0.3,1.93,D,5,2/28/2020 18:26
86,0,3,1,0.007147222,2.14E-03,0,0.3,1.92,D,5,2/28/2020 18:26
87,0,3,1,0.007461111,2.24E-03,0,0.3,1.91,D,5,2/28/2020 18:26
88,0,3,1,0.0078,2.34E-03,0,0.3,1.9,D,5,2/28/2020 18:26
89,0,3,1,0.008158333,2.45E-03,0,0.3,1.89,D,5,2/28/2020 18:26
90,0,3,1,0.00855,2.56E-03,0,0.3,1.88,D,5,2/28/2020 18:26
91,0,3,1,0.008947222,2.68E-03,0,0.3,1.87,D,5,2/28/2020 18:26
92,0,3,1,0.009380556,2.81E-03,0,0.3,1.85,D,5,2/28/2020 18:26
93,0,3,1,0.009830556,2.95E-03,0,0.3,1.84,D,5,2/28/2020 18:26
94,0,3,1,0.010277778,3.08E-03,0,0.3,1.83,D,5,2/28/2020 18:26
95,0,3,1,0.010744444,3.22E-03,0,0.3,1.82,D,5,2/28/2020 18:26
96,0,3,1,0.011233333,3.37E-03,0,0.3,1.81,D,5,2/28/2020 18:26
97,0,3,1,0.011763889,3.53E-03,0,0.3,1.8,D,5,2/28/2020 18:26
98,0,3,1,0.012280556,3.68E-03,0,0.3,1.79,D,5,2/28/2020 18:26
99,0,3,1,0.012825,3.85E-03,0,0.3,1.78,D,5,2/28/2020 18:26
100,0,3,1,0.013386111,4.01E-03,0,0.3,1.77,D,5,2/28/2020 18:26
101,0,3,1,0.013975,4.19E-03,0,0.3,1.76,D,5,2/28/2020 18:26
102,0,3,1,0.014577778,4.37E-03,0,0.3,1.75,D,5,2/28/2020 18:26
103,0,3,1,0.015197222,4.56E-03,0,0.3,1.74,D,5,2/28/2020 18:26
104,0,3,1,0.015861111,4.76E-03,0,0.3,1.73,D,5,2/28/2020 18:26
105,0,3,1,0.016519444,4.95E-03,0,0.3,1.72,D,5,2/28/2020 18:26
106,0,3,1,0.017230556,5.17E-03,0,0.3,1.71,D,5,2/28/2020 18:26
107,0,3,1,0.017947222,5.38E-03,0,0.3,1.7,D,5,2/28/2020 18:27
108,0,3,1,0.018716667,5.61E-03,0,0.3,1.69,D,5,2/28/2020 18:27
109,0,3,1,0.019491667,5.85E-03,0,0.3,1.68,D,5,2/28/2020 18:27
110,0,3,1,0.020322222,6.09E-03,0,0.3,1.67,D,5,2/28/2020 18:27
111,0,3,1,0.021205556,6.36E-03,0,0.3,1.66,D,5,2/28/2020 18:27
112,0,3,1,0.022138889,6.64E-03,0,0.3,1.65,D,5,2/28/2020 18:27
113,0,3,1,0.023130556,6.94E-03,0,0.3,1.64,D,5,2/28/2020 18:27
114,0,3,1,0.024166667,7.25E-03,0,0.3,1.63,D,5,2/28/2020 18:27
115,0,3,1,0.025319444,7.59E-03,0,0.3,1.62,D,5,2/28/2020 18:27
116,0,3,1,0.026591667,7.97E-03,0,0.3,1.61,D,5,2/28/2020 18:27
117,0,3,1,0.028016667,8.40E-03,0,0.3,1.6,D,5,2/28/2020 18:27
118,0,3,1,0.029702778,8.91E-03,0,0.3,1.59,D,5,2/28/2020 18:27
119,0,3,1,0.031975,9.59E-03,0,0.3,1.57,D,5,2/28/2020 18:27
120,0,3,1,0.040308333,1.21E-02,0,0.3,1.57,D,1,2/28/2020 18:28
121,0,3,1,0.048641667,1.46E-02,0,0.3,1.57,D,1,2/28/2020 18:28
122,0,3,1,0.056975,1.71E-02,0,0.3,1.57,D,1,2/28/2020 18:29
123,0,3,1,0.065308333,1.96E-02,0,0.3,1.56,D,1,2/28/2020 18:29
124,0,3,1,0.072408333,2.17E-02,0,0.3,1.55,D,5,2/28/2020 18:30
125,0,3,1,0.078875,2.37E-02,0,0.3,1.54,D,5,2/28/2020 18:30
126,0,3,1,0.08455,2.54E-02,0,0.3,1.53,D,5,2/28/2020 18:31
127,0,3,1,0.090408333,2.71E-02,0,0.3,1.52,D,5,2/28/2020 18:31
128,0,3,1,0.096061111,2.88E-02,0,0.3,1.51,D,5,2/28/2020 18:31
129,0,3,1,0.102030556,3.06E-02,0,0.3,1.5,D,5,2/28/2020 18:32
130,0,3,1,0.108366667,3.25E-02,0,0.3,1.49,D,5,2/28/2020 18:32
131,0,3,1,0.115475,3.46E-02,0,0.3,1.48,D,5,2/28/2020 18:32
132,0,3,1,0.123722222,3.71E-02,0,0.3,1.47,D,5,2/28/2020 18:33
133,0,3,1,0.132055556,3.96E-02,0,0.3,1.46,D,1,2/28/2020 18:33
134,0,3,1,0.140388889,4.21E-02,0,0.3,1.45,D,1,2/28/2020 18:34
135,0,3,1,0.148722222,4.46E-02,0,0.3,1.45,D,1,2/28/2020 18:34
136,0,3,1,0.157055556,4.71E-02,0,0.3,1.44,D,1,2/28/2020 18:35
137,0,3,1,0.165388889,4.96E-02,0,0.3,1.43,D,1,2/28/2020 18:35
138,0,3,1,0.173722222,5.21E-02,0,0.3,1.42,D,1,2/28/2020 18:36
139,0,3,1,0.182055556,5.46E-02,0,0.3,1.42,D,1,2/28/2020 18:36
140,0,3,1,0.190388889,5.71E-02,0,0.3,1.41,D,1,2/28/2020 18:37
141,0,3,1,0.198722222,5.96E-02,0,0.3,1.4,D,1,2/28/2020 18:37
142,0,3,1,0.207055556,6.21E-02,0,0.3,1.4,D,1,2/28/2020 18:38
143,0,3,1,0.215388889,6.46E-02,0,0.3,1.39,D,1,2/28/2020 18:38
144,0,3,1,0.223722222,6.71E-02,0,0.3,1.38,D,1,2/28/2020 18:39
145,0,3,1,0.232055556,6.96E-02,0,0.3,1.37,D,1,2/28/2020 18:39
146,0,3,1,0.240388889,7.21E-02,0,0.3,1.36,D,1,2/28/2020 18:40
147,0,3,1,0.248722222,7.46E-02,0,0.3,1.36,D,1,2/28/2020 18:40
148,0,3,1,0.257055556,7.71E-02,0,0.3,1.35,D,1,2/28/2020 18:41
149,0,3,1,0.265388889,7.96E-02,0,0.3,1.34,D,1,2/28/2020 18:41
150,0,3,1,0.273722222,8.21E-02,0,0.3,1.33,D,1,2/28/2020 18:42
151,0,3,1,0.282055556,8.46E-02,0,0.3,1.32,D,1,2/28/2020 18:42
152,0,3,1,0.290388889,8.71E-02,0,0.3,1.31,D,1,2/28/2020 18:43
153,0,3,1,0.298722222,8.96E-02,0,0.3,1.3,D,1,2/28/2020 18:43
154,0,3,1,0.306897222,9.21E-02,0,0.3,1.29,D,5,2/28/2020 18:44
155,0,3,1,0.315230556,9.46E-02,0,0.3,1.28,D,1,2/28/2020 18:44
156,0,3,1,0.323563889,9.71E-02,0,0.3,1.27,D,1,2/28/2020 18:45
157,0,3,1,0.331466667,9.94E-02,0,0.3,1.26,D,5,2/28/2020 18:45
158,0,3,1,0.339730556,1.02E-01,0,0.3,1.25,D,5,2/28/2020 18:46
159,0,3,1,0.347863889,1.04E-01,0,0.3,1.24,D,5,2/28/2020 18:46
160,0,3,1,0.355591667,1.07E-01,0,0.3,1.23,D,5,2/28/2020 18:47
161,0,3,1,0.363180556,1.09E-01,0,0.3,1.22,D,5,2/28/2020 18:47
162,0,3,1,0.370630556,1.11E-01,0,0.3,1.21,D,5,2/28/2020 18:48
163,0,3,1,0.378258333,1.13E-01,0,0.3,1.2,D,5,2/28/2020 18:48
164,0,3,1,0.386022222,1.16E-01,0,0.3,1.19,D,5,2/28/2020 18:49
165,0,3,1,0.393719444,1.18E-01,0,0.3,1.18,D,5,2/28/2020 18:49
166,0,3,1,0.400547222,1.20E-01,0,0.3,1.17,D,5,2/28/2020 18:49
167,0,3,1,0.408125,1.22E-01,0,0.3,1.16,D,5,2/28/2020 18:50
168,0,3,1,0.415397222,1.25E-01,0,0.3,1.15,D,5,2/28/2020 18:50
169,0,3,1,0.422402778,1.27E-01,0,0.3,1.14,D,5,2/28/2020 18:51
170,0,3,1,0.428808333,1.29E-01,0,0.3,1.13,D,5,2/28/2020 18:51
171,0,3,1,0.436569444,1.31E-01,0,0.3,1.12,D,5,2/28/2020 18:52
172,0,3,1,0.443088889,1.33E-01,0,0.3,1.11,D,5,2/28/2020 18:52
173,0,3,1,0.450341667,1.35E-01,0,0.3,1.1,D,5,2/28/2020 18:52
174,0,3,1,0.457016667,1.37E-01,0,0.3,1.09,D,5,2/28/2020 18:53
175,0,3,1,0.463602778,1.39E-01,0,0.3,1.08,D,5,2/28/2020 18:53
176,0,3,1,0.469919444,1.41E-01,0,0.3,1.07,D,5,2/28/2020 18:54
177,0,3,1,0.476269444,1.43E-01,0,0.3,1.06,D,5,2/28/2020 18:54
178,0,3,1,0.482355556,1.45E-01,0,0.3,1.05,D,5,2/28/2020 18:54
179,0,3,1,0.488433333,1.47E-01,0,0.3,1.04,D,5,2/28/2020 18:55
180,0,3,1,0.494711111,1.48E-01,0,0.3,1.03,D,5,2/28/2020 18:55
181,0,3,1,0.500777778,1.50E-01,0,0.3,1.02,D,5,2/28/2020 18:55
182,0,3,1,0.507002778,1.52E-01,0,0.3,1.01,D,5,2/28/2020 18:56
183,0,3,1,0.513447222,1.54E-01,0,0.3,1,D,5,2/28/2020 18:56
184,0,3,1,0.519688889,1.56E-01,0,0.3,0.99,D,5,2/28/2020 18:57
185,0,3,1,0.525994444,1.58E-01,0,0.3,0.98,D,5,2/28/2020 18:57
186,0,3,1,0.532308333,1.60E-01,0,0.3,0.97,D,5,2/28/2020 18:57
187,0,3,1,0.538558333,1.62E-01,0,0.3,0.96,D,5,2/28/2020 18:58
188,0,3,1,0.544933333,1.63E-01,0,0.3,0.95,D,5,2/28/2020 18:58
189,0,3,1,0.55125,1.65E-01,0,0.3,0.94,D,5,2/28/2020 18:59
190,0,3,1,0.557783333,1.67E-01,0,0.3,0.93,D,5,2/28/2020 18:59
191,0,3,1,0.564275,1.69E-01,0,0.3,0.92,D,5,2/28/2020 18:59
192,0,3,1,0.570816667,1.71E-01,0,0.3,0.91,D,5,2/28/2020 19:00
193,0,3,1,0.577513889,1.73E-01,0,0.3,0.9,D,5,2/28/2020 19:00
194,0,3,1,0.584483333,1.75E-01,0,0.3,0.89,D,5,2/28/2020 19:01
195,0,3,1,0.591497222,1.77E-01,0,0.3,0.88,D,5,2/28/2020 19:01
196,0,3,1,0.598469444,1.80E-01,0,0.3,0.87,D,5,2/28/2020 19:01
197,0,3,1,0.605741667,1.82E-01,0,0.3,0.86,D,5,2/28/2020 19:02
198,0,3,1,0.612861111,1.84E-01,0,0.3,0.85,D,5,2/28/2020 19:02
199,0,3,1,0.620386111,1.86E-01,0,0.3,0.84,D,5,2/28/2020 19:03
200,0,3,1,0.627652778,1.88E-01,0,0.3,0.83,D,5,2/28/2020 19:03
201,0,3,1,0.635197222,1.91E-01,0,0.3,0.82,D,5,2/28/2020 19:04
202,0,3,1,0.642688889,1.93E-01,0,0.3,0.81,D,5,2/28/2020 19:04
203,0,3,1,0.650430556,1.95E-01,0,0.3,0.8,D,5,2/28/2020 19:04
204,0,3,1,0.658227778,1.97E-01,0,0.3,0.79,D,5,2/28/2020 19:05
205,0,3,1,0.666475,2.00E-01,0,0.3,0.78,D,5,2/28/2020 19:05
206,0,3,1,0.674675,2.02E-01,0,0.3,0.77,D,5,2/28/2020 19:06
207,0,3,1,0.683008333,2.05E-01,0,0.3,0.76,D,1,2/28/2020 19:06
208,0,3,1,0.691341667,2.07E-01,0,0.3,0.75,D,1,2/28/2020 19:07
209,0,3,1,0.699675,2.10E-01,0,0.3,0.74,D,1,2/28/2020 19:07
210,0,3,1,0.708008333,2.12E-01,0,0.3,0.73,D,1,2/28/2020 19:08
211,0,3,1,0.716341667,2.15E-01,0,0.3,0.72,D,1,2/28/2020 19:08
212,0,3,1,0.724675,2.17E-01,0,0.3,0.71,D,1,2/28/2020 19:09
213,0,3,1,0.733008333,2.20E-01,0,0.3,0.71,D,1,2/28/2020 19:09
214,0,3,1,0.741341667,2.22E-01,0,0.3,0.7,D,1,2/28/2020 19:10
215,0,3,1,0.749675,2.25E-01,0,0.3,0.69,D,1,2/28/2020 19:10
216,0,3,1,0.758008333,2.27E-01,0,0.3,0.68,D,1,2/28/2020 19:11
217,0,3,1,0.766341667,2.30E-01,0,0.3,0.68,D,1,2/28/2020 19:11
218,0,3,1,0.774675,2.32E-01,0,0.3,0.67,D,1,2/28/2020 19:12
219,0,3,1,0.783008333,2.35E-01,0,0.3,0.66,D,1,2/28/2020 19:12
220,0,3,1,0.791341667,2.37E-01,0,0.3,0.66,D,1,2/28/2020 19:13
221,0,3,1,0.799675,2.40E-01,0,0.3,0.65,D,1,2/28/2020 19:13
222,0,3,1,0.808008333,2.42E-01,0,0.3,0.64,D,1,2/28/2020 19:14
223,0,3,1,0.816341667,2.45E-01,0,0.3,0.64,D,1,2/28/2020 19:14
224,0,3,1,0.824675,2.47E-01,0,0.3,0.63,D,1,2/28/2020 19:15
225,0,3,1,0.833008333,2.50E-01,0,0.3,0.62,D,1,2/28/2020 19:15
226,0,3,1,0.841341667,2.52E-01,0,0.3,0.62,D,1,2/28/2020 19:16
227,0,3,1,0.849675,2.55E-01,0,0.3,0.61,D,1,2/28/2020 19:16
228,0,3,1,0.858008333,2.57E-01,0,0.3,0.6,D,1,2/28/2020 19:17
229,0,3,1,0.866341667,2.60E-01,0,0.3,0.6,D,1,2/28/2020 19:17
230,0,3,1,0.874675,2.62E-01,0,0.3,0.59,D,1,2/28/2020 19:18
231,0,3,1,0.883008333,2.65E-01,0,0.3,0.58,D,1,2/28/2020 19:18
232,0,3,1,0.891341667,2.67E-01,0,0.3,0.57,D,1,2/28/2020 19:19
233,0,3,1,0.899675,2.70E-01,0,0.3,0.57,D,1,2/28/2020 19:19
234,0,3,1,0.908008333,2.72E-01,0,0.3,0.56,D,1,2/28/2020 19:20
235,0,3,1,0.916341667,2.75E-01,0,0.3,0.55,D,1,2/28/2020 19:20
236,0,3,1,0.924675,2.77E-01,0,0.3,0.54,D,1,2/28/2020 19:21
237,0,3,1,0.933008333,2.80E-01,0,0.3,0.54,D,1,2/28/2020 19:21
238,0,3,1,0.941341667,2.82E-01,0,0.3,0.53,D,1,2/28/2020 19:22
239,0,3,1,0.949675,2.85E-01,0,0.3,0.52,D,1,2/28/2020 19:22
240,0,3,1,0.958008333,2.87E-01,0,0.3,0.51,D,1,2/28/2020 19:23
241,0,3,1,0.966341667,2.90E-01,0,0.3,0.5,D,1,2/28/2020 19:23
242,0,3,1,0.974675,2.92E-01,0,0.3,0.49,D,1,2/28/2020 19:24
243,0,3,1,0.983008333,2.95E-01,0,0.3,0.49,D,1,2/28/2020 19:24
244,0,3,1,0.991341667,2.97E-01,0,0.3,0.48,D,1,2/28/2020 19:25
245,0,3,1,0.999675,3.00E-01,0,0.3,0.47,D,1,2/28/2020 19:25
246,0,3,2,1.008008333,3.02E-01,0,0.3,0.46,D,1,2/28/2020 19:26
247,0,3,2,1.016341667,3.05E-01,0,0.3,0.45,D,1,2/28/2020 19:26
248,0,3,2,1.024675,3.07E-01,0,0.3,0.45,D,1,2/28/2020 19:27
249,0,3,2,1.033008333,3.10E-01,0,0.3,0.44,D,1,2/28/2020 19:27
250,0,3,2,1.041341667,3.12E-01,0,0.3,0.43,D,1,2/28/2020 19:28
251,0,3,2,1.049675,3.15E-01,0,0.3,0.42,D,1,2/28/2020 19:28
252,0,3,2,1.058008333,3.17E-01,0,0.3,0.41,D,1,2/28/2020 19:29
253,0,3,2,1.066341667,3.20E-01,0,0.3,0.41,D,1,2/28/2020 19:29
254,0,3,2,1.074675,3.22E-01,0,0.3,0.4,D,1,2/28/2020 19:30
255,0,3,2,1.083008333,3.25E-01,0,0.3,0.39,D,1,2/28/2020 19:30
256,0,3,2,1.091341667,3.27E-01,0,0.3,0.38,D,1,2/28/2020 19:31
257,0,3,2,1.099675,3.30E-01,0,0.3,0.37,D,1,2/28/2020 19:31
258,0,3,2,1.108008333,3.32E-01,0,0.3,0.37,D,1,2/28/2020 19:32
259,0,3,2,1.108333333,3.32E-01,0,0.3,0.37,D,129,2/28/2020 19:32
260,0,4,2,0.000002778,0.00E+00,0,0,0.4,R,0,2/28/2020 19:32
261,0,4,2,0.000077778,0.00E+00,0,0,0.41,R,5,2/28/2020 19:32
262,0,4,2,0.000622222,0.00E+00,0,0,0.42,R,5,2/28/2020 19:32
263,0,4,2,0.001463889,0.00E+00,0,0,0.43,R,5,2/28/2020 19:32
264,0,4,2,0.002555556,0.00E+00,0,0,0.44,R,5,2/28/2020 19:32
265,0,4,2,0.003847222,0.00E+00,0,0,0.45,R,5,2/28/2020 19:32
266,0,4,2,0.005369444,0.00E+00,0,0,0.46,R,5,2/28/2020 19:32
267,0,4,2,0.007155556,0.00E+00,0,0,0.47,R,5,2/28/2020 19:32
268,0,4,2,0.009180556,0.00E+00,0,0,0.48,R,5,2/28/2020 19:32
269,0,4,2,0.0115,0.00E+00,0,0,0.49,R,5,2/28/2020 19:33
270,0,4,2,0.014072222,0.00E+00,0,0,0.5,R,5,2/28/2020 19:33
271,0,4,2,0.016958333,0.00E+00,0,0,0.51,R,5,2/28/2020 19:33
272,0,4,2,0.020180556,0.00E+00,0,0,0.52,R,5,2/28/2020 19:33
273,0,4,2,0.023855556,0.00E+00,0,0,0.53,R,5,2/28/2020 19:33
274,0,4,2,0.027922222,0.00E+00,0,0,0.54,R,5,2/28/2020 19:34
275,0,4,2,0.032588889,0.00E+00,0,0,0.55,R,5,2/28/2020 19:34
276,0,4,2,0.037538889,0.00E+00,0,0,0.56,R,5,2/28/2020 19:34
277,0,4,2,0.043152778,0.00E+00,0,0,0.57,R,5,2/28/2020 19:35
278,0,4,2,0.04935,0.00E+00,0,0,0.58,R,5,2/28/2020 19:35
279,0,4,2,0.056111111,0.00E+00,0,0,0.59,R,5,2/28/2020 19:35
280,0,4,2,0.063636111,0.00E+00,0,0,0.6,R,5,2/28/2020 19:36
281,0,4,2,0.071897222,0.00E+00,0,0,0.61,R,5,2/28/2020 19:36
282,0,4,2,0.080911111,0.00E+00,0,0,0.62,R,5,2/28/2020 19:37
283,0,4,2,0.090752778,0.00E+00,0,0,0.63,R,5,2/28/2020 19:37
284,0,4,2,0.101336111,0.00E+00,0,0,0.64,R,5,2/28/2020 19:38
285,0,4,2,0.113019444,0.00E+00,0,0,0.65,R,5,2/28/2020 19:39
286,0,4,2,0.125716667,0.00E+00,0,0,0.66,R,5,2/28/2020 19:39
287,0,4,2,0.139377778,0.00E+00,0,0,0.67,R,5,2/28/2020 19:40
288,0,4,2,0.154133333,0.00E+00,0,0,0.68,R,5,2/28/2020 19:41
289,0,4,2,0.170275,0.00E+00,0,0,0.69,R,5,2/28/2020 19:42
290,0,4,2,0.18725,0.00E+00,0,0,0.7,R,5,2/28/2020 19:43
291,0,4,2,0.206236111,0.00E+00,0,0,0.71,R,5,2/28/2020 19:44
292,0,4,2,0.226491667,0.00E+00,0,0,0.72,R,5,2/28/2020 19:46
293,0,4,2,0.248858333,0.00E+00,0,0,0.73,R,5,2/28/2020 19:47
294,0,4,2,0.272927778,0.00E+00,0,0,0.74,R,5,2/28/2020 19:48
295,0,4,2,0.298338889,0.00E+00,0,0,0.75,R,5,2/28/2020 19:50
296,0,4,2,0.326283333,0.00E+00,0,0,0.76,R,5,2/28/2020 19:52
297,0,4,2,0.356861111,0.00E+00,0,0,0.77,R,5,2/28/2020 19:53
298,0,4,2,0.389688889,0.00E+00,0,0,0.78,R,5,2/28/2020 19:55
299,0,4,2,0.424366667,0.00E+00,0,0,0.79,R,5,2/28/2020 19:57
300,0,4,2,0.461661111,0.00E+00,0,0,0.8,R,5,2/28/2020 20:00
301,0,4,2,0.502416667,0.00E+00,0,0,0.81,R,5,2/28/2020 20:02
302,0,4,2,0.546336111,0.00E+00,0,0,0.82,R,5,2/28/2020 20:05
303,0,4,2,0.592841667,0.00E+00,0,0,0.83,R,5,2/28/2020 20:08
304,0,4,2,0.642977778,0.00E+00,0,0,0.84,R,5,2/28/2020 20:11
305,0,4,2,0.696897222,0.00E+00,0,0,0.85,R,5,2/28/2020 20:14
306,0,4,2,0.7545,0.00E+00,0,0,0.86,R,5,2/28/2020 20:17
