0.0000000000,3.020141909,1,0,0.00E+00
0.0000000000,3.019836728,1,1,0.00E+00
0.0000000000,3.018616007,1,1,0.00E+00
0.0000000000,3.017547875,1,1,0.00E+00
0.0000000000,3.016632334,1,1,0.00E+00
0.0000000000,3.015716793,1,1,0.00E+00
0.0000000000,3.014801251,1,129,0.00E+00
0.0000009059,2.878080415,2,0,4.72E-04
0.0000142382,2.809109636,2,5,7.42E-03
0.0000234052,2.774166476,2,5,1.22E-02
0.0000334055,2.741664759,2,5,1.74E-02
0.0000434042,2.712977798,2,5,2.26E-02
0.0000542367,2.685511559,2,5,2.83E-02
0.0000659033,2.659571221,2,5,3.43E-02
0.0000784016,2.635767147,2,5,4.08E-02
0.0000917352,2.613336385,2,5,4.78E-02
0.0001050670,2.593194476,2,5,5.47E-02
0.0001192309,2.574120699,2,5,6.21E-02
0.0001350623,2.555504692,2,5,7.03E-02
0.0001517280,2.538719768,2,5,7.90E-02
0.0001700585,2.522545205,2,5,8.86E-02
0.0001900557,2.507438773,2,5,9.90E-02
0.0002133860,2.492637522,2,5,1.11E-01
0.0002383834,2.478904402,2,5,1.24E-01
0.0002658800,2.465629053,2,5,1.39E-01
0.0002950418,2.452658885,2,5,1.54E-01
0.0003258714,2.439841306,2,5,1.70E-01
0.0003592001,2.427176318,2,5,1.87E-01
0.0003950300,2.41481651,2,5,2.06E-01
0.0004333575,2.402914473,2,5,2.26E-01
0.0004741845,2.390707256,2,5,2.47E-01
0.0005183458,2.378805219,2,5,2.70E-01
0.0005650070,2.366903182,2,5,2.94E-01
0.0006116676,2.354848554,2,5,3.19E-01
0.0006591619,2.342793927,2,5,3.43E-01
0.0007041569,2.3307393,2,5,3.67E-01
0.0007499840,2.318532082,2,5,3.91E-01
0.0007949783,2.306324865,2,5,4.14E-01
0.0008374734,2.294728008,2,5,4.36E-01
0.0008799675,2.282673381,2,5,4.58E-01
0.0009207955,2.270923934,2,5,4.80E-01
0.0009632908,2.258716716,2,5,5.02E-01
0.0010057853,2.246967269,2,5,5.24E-01
0.0010499470,2.234607462,2,5,5.47E-01
0.0010932750,2.222400244,2,5,5.69E-01
0.0011357690,2.210040436,2,5,5.92E-01
0.0011790970,2.197833219,2,5,6.14E-01
0.0012224259,2.186236362,2,5,6.37E-01
0.0012640850,2.174334325,2,5,6.58E-01
0.0013057476,2.162737469,2,5,6.80E-01
0.0013499089,2.150377661,2,5,7.03E-01
0.0013924036,2.138628214,2,5,7.25E-01
0.0014340637,2.127489128,2,5,7.47E-01
0.0014757242,2.11528191,2,5,7.69E-01
0.0015232204,2.103532464,2,5,7.93E-01
0.0015665476,2.091783017,2,5,8.16E-01
0.0016115418,2.07988098,2,5,8.39E-01
0.0016582021,2.068131533,2,5,8.64E-01
0.0017056962,2.056229496,2,5,8.88E-01
0.0017548565,2.044632639,2,5,9.14E-01
0.0018056838,2.032578012,2,5,9.41E-01
0.0018581780,2.021286336,2,5,9.68E-01
0.0019123367,2.009689479,2,5,9.96E-01
0.0019689959,1.998550393,2,5,1.03E+00
0.0020289875,1.986953536,2,5,1.06E+00
0.0020923140,1.97550927,2,5,1.09E+00
0.0021573052,1.964370184,2,5,1.12E+00
0.0022281315,1.953383688,2,5,1.16E+00
0.0022997888,1.942244602,2,5,1.20E+00
0.0023781121,1.930952926,2,5,1.24E+00
0.0024589347,1.920271611,2,5,1.28E+00
0.0025439215,1.909590295,2,5,1.33E+00
0.0026364104,1.89906157,2,5,1.37E+00
0.0027347306,1.888380255,2,5,1.42E+00
0.0028405518,1.877546349,2,5,1.48E+00
0.0029588707,1.866865034,2,5,1.54E+00
0.0030821884,1.856488899,2,5,1.61E+00
0.0032188380,1.846265354,2,5,1.68E+00
0.0033646541,1.83588922,2,5,1.75E+00
0.0035287989,1.825055314,2,5,1.84E+00
0.0037162747,1.814526589,2,5,1.94E+00
0.0039054168,1.804303044,2,5,2.03E+00
0.0041095569,1.7940795,2,5,2.14E+00
0.0043236962,1.783550774,2,5,2.25E+00
0.0045594984,1.77332723,2,5,2.38E+00
0.0048102998,1.763103685,2,5,2.51E+00
0.0050819313,1.75272755,2,5,2.65E+00
0.0053768954,1.742351415,2,5,2.80E+00
0.0056935200,1.732280461,2,5,2.97E+00
0.0059993159,1.722056916,2,5,3.13E+00
0.0063351096,1.711985962,2,5,3.30E+00
0.0066692341,1.701609827,2,5,3.47E+00
0.0070300232,1.691081102,2,5,3.66E+00
0.0073991436,1.680857557,2,5,3.85E+00
0.0077640977,1.670481422,2,5,4.04E+00
0.0081173866,1.660257877,2,5,4.23E+00
0.0085190014,1.649881743,2,5,4.44E+00
0.0089014546,1.639505608,2,5,4.64E+00
0.0092830708,1.629129473,2,5,4.84E+00
0.0096713561,1.619058518,2,5,5.04E+00
0.0100771378,1.608987564,2,5,5.25E+00
0.0105045830,1.598764019,2,5,5.47E+00
0.0109878564,1.588540475,2,5,5.72E+00
0.0115269523,1.57831693,2,5,6.00E+00
0.0123185203,1.568093385,2,5,6.42E+00
0.0172562383,1.57816434,2,5,8.99E+00
0.0230805075,1.568093385,2,5,1.20E+01
0.0282215275,1.558022431,2,5,1.47E+01
0.0337933240,1.547798886,2,5,1.76E+01
0.0401091908,1.537727932,2,5,2.09E+01
0.0463009086,1.527351797,2,5,2.41E+01
0.0526851066,1.517280842,2,5,2.74E+01
0.0588118325,1.507209888,2,5,3.06E+01
0.0653618358,1.497138933,2,5,3.40E+01
0.0722401378,1.487067979,2,5,3.76E+01
