,Rec#,Cyc#,Step,TestTime,StepTime,mAmp-hr,Watt-hr,mAmps,Volts,State,ES,DPt Time,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,spec_cap_unc,spec_cap_cor
188,189,0,2,3,3.0320944439999997,1.0307309999999998,0.0,0.34,0.79,D,1,6/24/2020 17:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.80132547864505,151.80132547864505
189,190,0,2,3,3.048761111,1.036397,0.0,0.34,0.79,D,1,6/24/2020 17:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.63578792341679,152.63578792341679
190,191,0,2,3,3.065427778,1.042062,0.0,0.34,0.78,D,1,6/24/2020 17:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.47010309278352,153.47010309278352
191,192,0,2,3,3.0820944439999995,1.047728,0.0,0.34,0.78,D,1,6/24/2020 17:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.30456553755522,154.30456553755522
192,193,0,2,3,3.0987611110000004,1.053394,0.0,0.34,0.78,D,1,6/24/2020 17:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.13902798232695,155.13902798232695
193,194,0,2,3,3.115427778,1.059059,0.0,0.34,0.78,D,1,6/24/2020 17:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.97334315169365,155.97334315169365
194,195,0,2,3,3.132094444,1.064725,0.0,0.34,0.78,D,1,6/24/2020 17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.80780559646539,156.80780559646539
195,196,0,2,3,3.1487611110000002,1.070391,0.0,0.34,0.78,D,1,6/24/2020 17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.64226804123712,157.64226804123712
196,197,0,2,3,3.165427778,1.076056,0.0,0.34,0.78,D,1,6/24/2020 17:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.47658321060382,158.47658321060382
197,198,0,2,3,3.1820944439999996,1.0817219999999999,0.0,0.34,0.78,D,1,6/24/2020 17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.31104565537552,159.31104565537552
198,199,0,2,3,3.198761111,1.087388,0.0,0.34,0.78,D,1,6/24/2020 17:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.14550810014728,160.14550810014728
199,200,0,2,3,3.215427778,1.093053,0.0,0.34,0.77,D,1,6/24/2020 17:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.979823269514,160.979823269514
200,201,0,2,3,3.232094444,1.098719,0.0,0.34,0.77,D,1,6/24/2020 17:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.81428571428572,161.81428571428572
201,202,0,2,3,3.2487611110000003,1.104385,0.0,0.34,0.77,D,1,6/24/2020 17:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.64874815905742,162.64874815905742
202,203,0,2,3,3.2654277780000003,1.1100510000000001,0.0,0.34,0.77,D,1,6/24/2020 17:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.48321060382918,163.48321060382918
203,204,0,2,3,3.2820944439999997,1.115716,0.0,0.34,0.77,D,1,6/24/2020 17:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.31752577319585,164.31752577319585
204,205,0,2,3,3.298761111,1.1213819999999999,0.0,0.34,0.77,D,1,6/24/2020 17:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.15198821796758,165.15198821796758
205,206,0,2,3,3.315427778,1.127048,0.0,0.34,0.77,D,1,6/24/2020 17:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.98645066273932,165.98645066273932
206,207,0,2,3,3.3320944439999995,1.1327129999999999,0.0,0.34,0.77,D,1,6/24/2020 17:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.82076583210602,166.82076583210602
207,208,0,2,3,3.3487611110000004,1.138379,0.0,0.34,0.76,D,1,6/24/2020 17:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.65522827687778,167.65522827687778
208,209,0,2,3,3.365427778,1.144045,0.0,0.34,0.76,D,1,6/24/2020 17:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.48969072164948,168.48969072164948
209,210,0,2,3,3.382094444,1.14971,0.0,0.34,0.76,D,1,6/24/2020 17:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.3240058910162,169.3240058910162
210,211,0,2,3,3.3987611110000002,1.155376,0.0,0.34,0.76,D,1,6/24/2020 17:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.15846833578792,170.15846833578792
211,212,0,2,3,3.415427778,1.161042,0.0,0.34,0.76,D,1,6/24/2020 17:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.99293078055962,170.99293078055962
212,213,0,2,4,3.4320944439999996,1.166707,0.0,0.34,0.76,D,1,6/24/2020 17:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.82724594992635,171.82724594992635
213,214,0,2,4,3.448761111,1.1723729999999999,0.0,0.34,0.76,D,1,6/24/2020 17:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.66170839469808,172.66170839469808
214,215,0,2,4,3.465427778,1.1780389999999998,0.0,0.34,0.75,D,1,6/24/2020 17:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.49617083946978,173.49617083946978
215,216,0,2,4,3.482094444,1.183704,0.0,0.34,0.75,D,1,6/24/2020 17:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.33048600883654,174.33048600883654
216,217,0,2,4,3.4987611110000003,1.18937,0.0,0.34,0.75,D,1,6/24/2020 17:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.16494845360825,175.16494845360825
217,218,0,2,4,3.5154277780000003,1.195036,0.0,0.34,0.75,D,1,6/24/2020 17:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.99941089837998,175.99941089837998
218,219,0,2,4,3.5320944439999997,1.200701,0.0,0.34,0.75,D,1,6/24/2020 17:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.83372606774668,176.83372606774668
219,220,0,2,4,3.548761111,1.206367,0.0,0.34,0.75,D,1,6/24/2020 17:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.6681885125184,177.6681885125184
220,221,0,2,4,3.565427778,1.212033,0.0,0.34,0.75,D,1,6/24/2020 17:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.50265095729011,178.50265095729011
221,222,0,2,4,3.5820944439999995,1.217698,0.0,0.34,0.74,D,1,6/24/2020 17:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.33696612665685,179.33696612665685
222,223,0,2,4,3.5987611110000004,1.223364,0.0,0.34,0.74,D,1,6/24/2020 17:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.17142857142855,180.17142857142855
223,224,0,2,4,3.615427778,1.2290299999999998,0.0,0.34,0.74,D,1,6/24/2020 17:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.00589101620028,181.00589101620028
224,225,0,2,4,3.632094444,1.234696,0.0,0.34,0.74,D,1,6/24/2020 17:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.840353460972,181.840353460972
225,226,0,2,4,3.6487611110000002,1.240361,0.0,0.34,0.74,D,1,6/24/2020 17:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.67466863033874,182.67466863033874
226,227,0,2,4,3.665427778,1.246027,0.0,0.34,0.74,D,1,6/24/2020 17:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.50913107511045,183.50913107511045
227,228,0,2,4,3.6820944439999996,1.251693,0.0,0.34,0.74,D,1,6/24/2020 18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.34359351988218,184.34359351988218
228,229,0,2,4,3.698761111,1.257358,0.0,0.34,0.73,D,1,6/24/2020 18:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.17790868924888,185.17790868924888
229,230,0,2,4,3.715427778,1.263024,0.0,0.34,0.73,D,1,6/24/2020 18:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0123711340206,186.0123711340206
230,231,0,2,4,3.732094444,1.2686899999999999,0.0,0.34,0.73,D,1,6/24/2020 18:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.8468335787923,186.8468335787923
231,232,0,2,4,3.7487611110000003,1.274355,0.0,0.34,0.73,D,1,6/24/2020 18:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.68114874815905,187.68114874815905
232,233,0,2,4,3.7654277780000003,1.2800209999999999,0.0,0.34,0.73,D,1,6/24/2020 18:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.51561119293075,188.51561119293075
233,234,0,2,4,3.7820944439999997,1.285687,0.0,0.34,0.73,D,1,6/24/2020 18:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.3500736377025,189.3500736377025
234,235,0,2,4,3.798761111,1.291352,0.0,0.34,0.72,D,1,6/24/2020 18:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.18438880706924,190.18438880706924
235,236,0,2,4,3.815427778,1.297018,0.0,0.34,0.72,D,1,6/24/2020 18:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.01885125184094,191.01885125184094
236,237,0,2,4,3.8320944439999995,1.302684,0.0,0.34,0.72,D,1,6/24/2020 18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.85331369661264,191.85331369661264
237,238,0,2,4,3.8487611110000004,1.308349,0.0,0.34,0.72,D,1,6/24/2020 18:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.68762886597938,192.68762886597938
238,239,0,2,4,3.865427778,1.314015,0.0,0.34,0.72,D,1,6/24/2020 18:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.5220913107511,193.5220913107511
239,240,0,2,4,3.882094444,1.3196809999999999,0.0,0.34,0.72,D,1,6/24/2020 18:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.3565537555228,194.3565537555228
240,241,0,2,4,3.8987611110000002,1.325346,0.0,0.34,0.72,D,1,6/24/2020 18:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.19086892488954,195.19086892488954
241,242,0,2,4,3.915427778,1.331012,0.0,0.34,0.71,D,1,6/24/2020 18:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.02533136966127,196.02533136966127
242,243,0,2,4,3.9320944439999996,1.336678,0.0,0.34,0.71,D,1,6/24/2020 18:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.859793814433,196.859793814433
243,244,0,2,4,3.948761111,1.342344,0.0,0.34,0.71,D,1,6/24/2020 18:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.6942562592047,197.6942562592047
244,245,0,2,4,3.965427778,1.348009,0.0,0.34,0.71,D,1,6/24/2020 18:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.52857142857144,198.52857142857144
245,246,0,2,4,3.982094444,1.353675,0.0,0.34,0.71,D,1,6/24/2020 18:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.36303387334314,199.36303387334314
246,247,0,2,4,3.9987611110000003,1.359341,0.0,0.34,0.71,D,1,6/24/2020 18:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.19749631811487,200.19749631811487
247,248,0,2,4,4.0,1.3597620000000001,0.0,0.34,0.71,D,129,6/24/2020 18:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.25949926362298,200.25949926362298
248,249,0,3,4,2.778e-06,0.0,0.0,0.0,0.72,R,0,6/24/2020 18:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
249,250,0,3,5,0.5000027779999999,0.0,0.0,0.0,0.74,R,1,6/24/2020 18:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
250,251,0,3,5,1.000002778,0.0,0.0,0.0,0.74,R,1,6/24/2020 19:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
251,252,0,3,6,1.500002778,0.0,0.0,0.0,0.74,R,1,6/24/2020 19:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
252,253,0,3,6,2.0000027780000003,0.0,0.0,0.0,0.75,R,1,6/24/2020 20:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
253,254,0,3,7,2.5000027780000003,0.0,0.0,0.0,0.75,R,1,6/24/2020 20:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
254,255,0,3,7,3.0000027780000003,0.0,0.0,0.0,0.75,R,1,6/24/2020 21:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
255,256,0,3,8,3.5000027780000003,0.0,0.0,0.0,0.75,R,1,6/24/2020 21:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
256,257,0,3,8,4.000002778,0.0,0.0,0.0,0.75,R,1,6/24/2020 22:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
257,258,0,3,9,4.500002778,0.0,0.0,0.0,0.75,R,1,6/24/2020 22:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
258,259,0,3,9,5.000002778,0.0,0.0,0.0,0.75,R,1,6/24/2020 23:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
259,260,0,3,10,5.500002778,0.0,0.0,0.0,0.75,R,1,6/24/2020 23:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
260,261,0,3,10,6.000002778,0.0,0.0,0.0,0.76,R,1,6/25/2020 0:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
261,262,0,3,11,6.500002778,0.0,0.0,0.0,0.76,R,1,6/25/2020 0:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
262,263,0,3,11,7.000002778,0.0,0.0,0.0,0.76,R,1,6/25/2020 1:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
263,264,0,3,12,7.500002778,0.0,0.0,0.0,0.76,R,1,6/25/2020 1:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
264,265,0,3,12,8.000002777999999,0.0,0.0,0.0,0.76,R,1,6/25/2020 2:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
265,266,0,3,13,8.500002777999999,0.0,0.0,0.0,0.76,R,1,6/25/2020 2:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
266,267,0,3,13,9.000002777999999,0.0,0.0,0.0,0.76,R,1,6/25/2020 3:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
267,268,0,3,14,9.500002777999999,0.0,0.0,0.0,0.76,R,1,6/25/2020 3:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
268,269,0,3,14,10.000002777999999,0.0,0.0,0.0,0.76,R,1,6/25/2020 4:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
269,270,0,3,15,10.500002777999999,0.0,0.0,0.0,0.76,R,1,6/25/2020 4:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
270,271,0,3,15,11.000002777999999,0.0,0.0,0.0,0.76,R,1,6/25/2020 5:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
271,272,0,3,16,11.500002777999999,0.0,0.0,0.0,0.76,R,1,6/25/2020 5:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
272,273,0,3,16,12.000002777999999,0.0,0.0,0.0,0.76,R,1,6/25/2020 6:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
273,274,0,3,17,12.500002777999999,0.0,0.0,0.0,0.76,R,1,6/25/2020 6:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
274,275,0,3,17,13.0,0.0,0.0,0.0,0.76,R,129,6/25/2020 7:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
275,276,0,4,17,13.0,0.0,0.0,0.0,0.76,O,193,6/25/2020 7:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.25949926362298
