Today''s Date,3/22/20,Date of Test:,3/9/20,Filename:,C:\Maccor\System\University at Buffalo # 1\Active\GS-211-146B.040,Procedure,GS-211-146B.000,,SCap,1
Rec#,Cyc#,Step,TestTime,StepTime,mAmp-hr,Watt-hr,mAmps,Volts,State,ES
912,0,3,26,0.355972222,0.09,0,0.24,1.12,0,5
913,0,3,26,0.379863889,0.09,0,0.24,1.11,0,5
914,0,3,26,0.404766667,0.1,0,0.24,1.1,0,5
915,0,3,26,0.431136111,0.1,0,0.24,1.09,0,5
916,0,3,26,0.458955556,0.11,0,0.24,1.08,0,5
917,0,3,26,0.488941667,0.12,0,0.24,1.07,0,5
918,0,3,26,0.51975,0.12,0,0.24,1.06,0,5
919,0,3,26,0.552363889,0.13,0,0.24,1.05,0,5
920,0,3,26,0.585697222,0.14,0,0.24,1.04,0,1
921,0,3,26,0.619030556,0.15,0,0.24,1.03,0,1
922,0,3,27,0.652363889,0.16,0,0.24,1.02,0,1
923,0,3,27,0.685697222,0.16,0,0.24,1.01,0,1
924,0,3,27,0.719030556,0.17,0,0.24,1.01,0,1
925,0,3,27,0.752363889,0.18,0,0.24,1,0,1
926,0,3,27,0.785697222,0.19,0,0.24,1,0,1
927,0,3,27,0.819030556,0.2,0,0.24,0.99,0,1
928,0,3,27,0.852363889,0.2,0,0.24,0.98,0,1
929,0,3,27,0.885697222,0.21,0,0.24,0.98,0,1
930,0,3,27,0.919030556,0.22,0,0.24,0.97,0,1
931,0,3,27,0.952363889,0.23,0,0.24,0.97,0,1
932,0,3,27,0.985697222,0.24,0,0.24,0.96,0,1
933,0,3,27,1.019030556,0.24,0,0.24,0.95,0,1
934,0,3,27,1.052363889,0.25,0,0.24,0.95,0,1
935,0,3,27,1.085697222,0.26,0,0.24,0.94,0,1
936,0,3,27,1.119030556,0.27,0,0.24,0.94,0,1
937,0,3,27,1.152363889,0.28,0,0.24,0.94,0,1
938,0,3,27,1.185697222,0.28,0,0.24,0.93,0,1
939,0,3,27,1.219030556,0.29,0,0.24,0.93,0,1
940,0,3,27,1.252363889,0.3,0,0.24,0.92,0,1
941,0,3,27,1.285697222,0.31,0,0.24,0.92,0,1
942,0,3,27,1.319030556,0.32,0,0.24,0.92,0,1
943,0,3,27,1.352363889,0.32,0,0.24,0.91,0,1
944,0,3,27,1.385697222,0.33,0,0.24,0.91,0,1
945,0,3,27,1.419030556,0.34,0,0.24,0.91,0,1
946,0,3,27,1.452363889,0.35,0,0.24,0.91,0,1
947,0,3,27,1.485697222,0.36,0,0.24,0.9,0,1
948,0,3,27,1.519030556,0.36,0,0.24,0.9,0,1
949,0,3,27,1.552363889,0.37,0,0.24,0.9,0,1
950,0,3,27,1.585697222,0.38,0,0.24,0.9,0,1
951,0,3,27,1.619030556,0.39,0,0.24,0.89,0,1
952,0,3,28,1.652363889,0.4,0,0.24,0.89,0,1
953,0,3,28,1.685697222,0.4,0,0.24,0.89,0,1
954,0,3,28,1.719030556,0.41,0,0.24,0.89,0,1
955,0,3,28,1.752363889,0.42,0,0.24,0.88,0,1
956,0,3,28,1.785697222,0.43,0,0.24,0.88,0,1
957,0,3,28,1.819030556,0.44,0,0.24,0.88,0,1
958,0,3,28,1.852363889,0.44,0,0.24,0.88,0,1
959,0,3,28,1.885697222,0.45,0,0.24,0.87,0,1
960,0,3,28,1.919030556,0.46,0,0.24,0.87,0,1
961,0,3,28,1.952363889,0.47,0,0.24,0.87,0,1
962,0,3,28,1.985697222,0.48,0,0.24,0.87,0,1
963,0,3,28,2.019030556,0.48,0,0.24,0.86,0,1
964,0,3,28,2.052363889,0.49,0,0.24,0.86,0,1
965,0,3,28,2.085697222,0.5,0,0.24,0.86,0,1
966,0,3,28,2.119030556,0.51,0,0.24,0.86,0,1
967,0,3,28,2.152363889,0.52,0,0.24,0.85,0,1
968,0,3,28,2.185697222,0.52,0,0.24,0.85,0,1
969,0,3,28,2.219030556,0.53,0,0.24,0.85,0,1
970,0,3,28,2.252363889,0.54,0,0.24,0.85,0,1
971,0,3,28,2.285697222,0.55,0,0.24,0.84,0,1
972,0,3,28,2.319030556,0.56,0,0.24,0.84,0,1
973,0,3,28,2.352363889,0.56,0,0.24,0.84,0,1
974,0,3,28,2.385697222,0.57,0,0.24,0.84,0,1
975,0,3,28,2.419030556,0.58,0,0.24,0.83,0,1
976,0,3,28,2.452363889,0.59,0,0.24,0.83,0,1
977,0,3,28,2.485697222,0.6,0,0.24,0.83,0,1
978,0,3,28,2.519030556,0.6,0,0.24,0.82,0,1
979,0,3,28,2.552363889,0.61,0,0.24,0.82,0,1
980,0,3,28,2.585697222,0.62,0,0.24,0.82,0,1
981,0,3,28,2.619030556,0.63,0,0.24,0.82,0,1
982,0,3,29,2.652363889,0.64,0,0.24,0.81,0,1
983,0,3,29,2.685697222,0.64,0,0.24,0.81,0,1
984,0,3,29,2.719030556,0.65,0,0.24,0.8,0,1
985,0,3,29,2.752363889,0.66,0,0.24,0.8,0,1
986,0,3,29,2.785697222,0.67,0,0.24,0.8,0,1
987,0,3,29,2.819030556,0.68,0,0.24,0.79,0,1
988,0,3,29,2.852363889,0.68,0,0.24,0.79,0,1
989,0,3,29,2.885697222,0.69,0,0.24,0.79,0,1
990,0,3,29,2.919030556,0.7,0,0.24,0.78,0,1
991,0,3,29,2.952363889,0.71,0,0.24,0.78,0,1
992,0,3,29,2.985697222,0.72,0,0.24,0.77,0,1
993,0,3,29,3.019030556,0.72,0,0.24,0.77,0,1
994,0,3,29,3.052363889,0.73,0,0.24,0.76,0,1
995,0,3,29,3.085697222,0.74,0,0.24,0.76,0,1
996,0,3,29,3.119030556,0.75,0,0.24,0.75,0,1
997,0,3,29,3.152363889,0.76,0,0.24,0.75,0,1
998,0,3,29,3.185697222,0.76,0,0.24,0.74,0,1
